number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_min_child_samples,params_min_split_gain,params_num_leaves,state
27,0.7610303876395556,2026-05-12 12:09:50.182449,2026-05-12 12:09:50.515059,0 days 00:00:00.332610,0.8094401220723291,3,0.7696217720532941,0.0067417472093672945,0.0702451190586068,0.024220135395153938,55,0.3855995207744993,24,COMPLETE
28,0.7564422325676036,2026-05-12 12:09:50.515438,2026-05-12 12:09:50.888944,0 days 00:00:00.373506,0.8076203676726357,1,0.9685224772715142,0.06381717938020627,0.7132653670771373,0.020467099903484585,47,0.4462242399648302,39,COMPLETE
29,0.7532135733259014,2026-05-12 12:09:50.889314,2026-05-12 12:09:51.455797,0 days 00:00:00.566483,0.7494727933890802,1,0.8395367676396361,1.1888581310555797,3.331235744349269,0.024399960679543718,30,0.3492970495490889,14,COMPLETE
30,0.7614516742690226,2026-05-12 12:09:51.456180,2026-05-12 12:09:51.865247,0 days 00:00:00.409067,0.7093232811201455,1,0.8335295271198122,0.16320153474574833,0.05459405126892694,0.042431530392544214,53,0.3308203148405461,17,COMPLETE
31,0.7579081898264701,2026-05-12 12:09:51.865616,2026-05-12 12:09:52.208363,0 days 00:00:00.342747,0.9068261442175357,5,0.8198403079897134,0.013733461811862947,0.006008797760194782,0.01826102837369112,53,0.494529317029695,54,COMPLETE
32,0.7558498790064665,2026-05-12 12:09:52.208738,2026-05-12 12:09:52.560155,0 days 00:00:00.351417,0.9323394900584484,5,0.8693099527059037,0.015914493325064387,0.04191219781293288,0.015499833284410331,60,0.3893255836999607,35,COMPLETE
33,0.7525183640295435,2026-05-12 12:09:52.560534,2026-05-12 12:09:52.919825,0 days 00:00:00.359291,0.9538331594836404,0,0.9786585569826396,0.01021236272805239,0.46177475108958566,0.02461296141483165,55,0.48732914265281285,16,COMPLETE
34,0.7564459871814118,2026-05-12 12:09:52.920199,2026-05-12 12:09:53.248534,0 days 00:00:00.328335,0.6567247825682703,5,0.8857992410077493,0.12153497914256324,2.315892053002989,0.021636839053181284,56,0.47578393289382215,12,COMPLETE
35,0.7656942616835796,2026-05-12 12:09:53.248912,2026-05-12 12:09:53.773530,0 days 00:00:00.524618,0.6794564444822642,1,0.8042157732610001,0.053684117671480645,0.10243816108192864,0.014335000603436957,44,0.3846676281664705,26,COMPLETE
36,0.7532049369646692,2026-05-12 12:09:53.773910,2026-05-12 12:09:54.522422,0 days 00:00:00.748512,0.6484418156707469,0,0.8291244597333682,0.03937362341591872,0.10304608326041477,0.02025454863146729,41,0.3217745389960239,35,COMPLETE
37,0.7629006933495397,2026-05-12 12:09:54.522806,2026-05-12 12:09:54.828966,0 days 00:00:00.306160,0.7892784990108197,1,0.815347304669435,0.018544393063327745,0.0323048109049667,0.023819319036055265,59,0.41151893330246475,27,COMPLETE
38,0.7495447129270825,2026-05-12 12:09:54.829362,2026-05-12 12:09:55.203773,0 days 00:00:00.374411,0.7479765140732648,5,0.8639696382469724,2.172857091869603,0.3119864911727268,0.0104816411426422,59,0.4195322307504785,12,COMPLETE
39,0.7548879434170133,2026-05-12 12:09:55.204143,2026-05-12 12:09:55.457714,0 days 00:00:00.253571,0.7179553028311304,1,0.8591520738997056,0.010395151208622968,0.3472565185926417,0.011342019311982959,60,0.47550157783151953,29,COMPLETE
40,0.7485368555618054,2026-05-12 12:09:55.458079,2026-05-12 12:09:55.867827,0 days 00:00:00.409748,0.5006438816077904,1,0.751719078157736,0.05977662374236649,0.03367082446868463,0.02432646365573049,45,0.48757352948347693,25,COMPLETE
41,0.7572007874596418,2026-05-12 12:09:55.868218,2026-05-12 12:09:56.323309,0 days 00:00:00.455091,0.8787129539494882,1,0.7844356008678066,0.18477419033774076,0.1118073102638121,0.031827670856055174,54,0.441673500022242,34,COMPLETE
42,0.7573160766829237,2026-05-12 12:09:56.323678,2026-05-12 12:09:56.932321,0 days 00:00:00.608643,0.8135372382187498,1,0.8752184059429929,0.0019238234041244107,0.017630536420509775,0.020064975500019098,40,0.30519341255594823,19,COMPLETE
43,0.7604217851788572,2026-05-12 12:09:56.932689,2026-05-12 12:09:57.269118,0 days 00:00:00.336429,0.749638782566161,1,0.6489735651297965,0.008662421734693431,0.034386170240441945,0.011624381239514878,46,0.3137872297261093,42,COMPLETE
44,0.7644235369873262,2026-05-12 12:09:57.269500,2026-05-12 12:09:57.599715,0 days 00:00:00.330215,0.8035905600350869,3,0.8843938637635771,0.12231398509639192,0.14811925863619518,0.017853065850037878,55,0.46757723599286966,27,COMPLETE
45,0.7581707710437753,2026-05-12 12:09:57.600092,2026-05-12 12:09:57.962112,0 days 00:00:00.362020,0.7882807291252588,3,0.9393511479779139,0.059894965224644055,0.1304843307241903,0.021661182796719303,58,0.41314618172768247,22,COMPLETE
46,0.7542590288414545,2026-05-12 12:09:57.962478,2026-05-12 12:09:58.259670,0 days 00:00:00.297192,0.6277805363185146,1,0.8083264577460627,0.07867051334433557,0.02356812066050082,0.011024194884886183,53,0.37464255873978475,26,COMPLETE
47,0.7528609893664517,2026-05-12 12:09:58.260040,2026-05-12 12:09:58.627146,0 days 00:00:00.367106,0.7596451951694017,3,0.6806013144357288,1.2116968185229766,0.08764673833029529,0.023229908702481643,44,0.4643781604389873,36,COMPLETE
48,0.7567886138919357,2026-05-12 12:09:58.627522,2026-05-12 12:09:58.966452,0 days 00:00:00.338930,0.6964838890947745,3,0.8740348122458974,0.11048206473534616,0.4360799928364767,0.010575124076439141,58,0.46439640605927335,16,COMPLETE
49,0.7569555475744598,2026-05-12 12:09:58.966819,2026-05-12 12:09:59.369203,0 days 00:00:00.402384,0.9385327271501824,3,0.8361117736894612,0.7064849621757212,0.1430364704348759,0.01567582081485376,48,0.4260379515212047,34,COMPLETE
