RA,Fase,Turma,Nome Anonimizado,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase Ideal,Defasagem,Ano,Data de Nasc,IPP,Escola,Ativo/ Inativo
RA-390,3G,3G,Aluno-390,,13,Feminino,2022,Pública,Agata,6.5472236842000004,4.0,7.5,6.080701754333333,8.755,4.166666666666667,3.0,2.5,7.0,6.08,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-10 00:00:00,6.5625,EE João Ortiz Rodrigues,Cursando
RA-376,3G,3G,Aluno-376,,14,Feminino,2021,Pública,Quartzo,5.896573588800001,4.0,10.002,8.287284610666667,2.51,2.8333333333333335,2.0,5.0,1.5,6.325,5.0,Fase 4 (9° ano),-1,2024,2010-01-08 00:00:00,6.5625,EE Leonice de Aquino Oliveira,Cursando
RA-584,3G,3G,Aluno-584,,12,Feminino,2021,Pública,Agata,6.752914393933334,4.0,8.751,5.636363636333333,8.755,4.333333333333333,2.0,5.0,6.0,6.37,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-13 00:00:00,7.34375,EE João Ortiz Rodrigues,Cursando
RA-535,3H,3H,Aluno-535,,12,Feminino,2021,Pública,Ametista,7.659555952400001,5.0,9.168,7.161904762,8.135,6.0,7.0,5.5,5.5,7.5,10.0,Fase 3 (7° e 8° ano),0,2024,2012-02-09 00:00:00,7.96875,EE João Ortiz Rodrigues,Cursando
RA-547,3H,3H,Aluno-547,,13,Feminino,2021,Pública,Ametista,7.2102906723333335,5.0,8.751,7.030620028333334,8.135,6.833333333333333,9.0,4.5,7.0,5.932,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-24 00:00:00,5.625,EE João Ortiz Rodrigues,Cursando
RA-557,3H,3H,Aluno-557,,12,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,9.350986466133334,5.0,10.002,8.756265663999999,7.51,9.666666666666666,10.0,9.0,10.0,9.576,10.0,Fase 3 (7° e 8° ano),0,2024,2012-01-12 00:00:00,10.0,Colégio Arco Íris Evolução,Cursando
RA-548,3H,3H,Aluno-548,,13,Masculino,2021,Pública,Ametista,7.240168803466668,5.0,9.168,7.600427350666667,7.51,6.666666666666667,9.0,5.0,6.0,5.626,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-15 00:00:00,5.9375,EE João Ortiz Rodrigues,Cursando
RA-1102,3H,3H,Aluno-1102,,12,Masculino,2023,Pública,Topázio,8.440611904733334,5.0,8.751,9.390476190333333,8.13,9.333333333333334,10.0,8.0,10.0,7.07,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-06 00:00:00,5.9375,EE Leonice de Aquino Oliveira,Cursando
RA-1532,3H,3H,Aluno-1532,,15,Masculino,2024,Pública,Quartzo,4.548544781066667,5.0,0.0,3.9057239053333332,7.51,2.0,0.0,6.0,0.0,6.832,5.0,Fase 4 (9° ano),-1,2024,2009-09-22 00:00:00,7.5,EE João Ortiz Rodrigues,Cursando
RA-538,3H,3H,Aluno-538,,14,Masculino,2022,Pública,Agata,6.514094017066666,5.0,8.751,7.668803418666666,7.51,6.166666666666667,10.0,4.5,4.0,5.292,5.0,Fase 4 (9° ano),-1,2024,2009-11-23 00:00:00,5.625,EE Mario Francisco de Amorim,Cursando
RA-365,3H,3H,Aluno-365,,11,Feminino,2022,Pública,Topázio,8.526983333333334,5.0,9.585,10.0,7.51,6.666666666666667,8.0,7.0,5.0,8.202,10.0,Fase 2 (5° e 6° ano),1,2024,2012-11-19 00:00:00,8.4375,EE Loris Nassif Mattar Profa,Cursando
RA-563,3H,3H,Aluno-563,,12,Feminino,2021,Pública,Topázio,8.595447619066668,5.0,9.168,9.461904762000001,8.135,8.333333333333334,10.0,9.0,6.0,7.468,10.0,Fase 3 (7° e 8° ano),0,2024,2011-11-29 00:00:00,8.125,EE João Ortiz Rodrigues,Cursando
RA-1157,3H,3H,Aluno-1157,,15,Masculino,2023,Pública,Ametista,7.916082936533334,5.0,9.585,9.082539682666665,7.51,7.0,8.0,6.0,7.0,8.466,5.0,Fase 4 (9° ano),-1,2024,2009-08-24 00:00:00,7.96875,EE Olivia de Faria Nogueira,Cursando
RA-258,3H,3H,Aluno-258,,13,Feminino,2021,Pública,Agata,6.429063888866667,5.0,7.084,6.944444444333333,7.51,2.5,,5.0,0.0,6.732,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-26 00:00:00,7.34375,EE João Ortiz Rodrigues,Cursando
RA-369,3H,3H,Aluno-369,,13,Masculino,2022,Pública,Quartzo,5.667282265,5.0,8.751,4.908119658333334,7.51,1.6666666666666667,0.0,0.0,5.0,5.428,10.0,Fase 3 (7° e 8° ano),0,2024,2011-03-10 00:00:00,6.40625,EE Leonice de Aquino Oliveira,Cursando
RA-375,3H,3H,Aluno-375,,13,Masculino,2021,Pública,Ametista,7.970034615400001,5.0,9.585,9.443589743666667,7.51,6.833333333333333,9.0,5.5,6.0,6.432,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-21 00:00:00,7.1875,EE Leonice de Aquino Oliveira,Cursando
RA-1533,3I,3I,Aluno-1533,,14,Feminino,2024,Pública,Topázio,9.089828985533336,4.0,9.168,9.710144927666667,8.135,9.5,10.0,8.5,10.0,8.3375,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-01 00:00:00,8.5,EE Joaquim Mendes Feliz,Cursando
RA-1534,3I,3I,Aluno-1534,,13,Feminino,2024,Pública,Ametista,7.188366666666667,4.0,7.917,9.666666666666666,8.135,1.1666666666666667,2.0,1.5,0.0,8.0825,10.0,Fase 3 (7° e 8° ano),0,2024,2010-12-28 00:00:00,8.0,EE Paschoal Carlos Magno,Cursando
RA-1160,3I,3I,Aluno-1160,,14,Masculino,2023,Pública,Agata,6.274190982333334,4.0,8.751,8.201288245,7.51,3.1666666666666665,5.5,2.0,2.0,6.2475,5.0,Fase 4 (9° ano),-1,2024,2010-04-01 00:00:00,6.25,EE Joaquim Mendes Feliz,Cursando
RA-562,3I,3I,Aluno-562,,13,Feminino,2021,Pública,Topázio,8.392733333333334,4.0,8.334,9.833333333333334,8.135,7.833333333333333,7.5,7.5,8.5,7.25,10.0,Fase 3 (7° e 8° ano),0,2024,2011-07-27 00:00:00,7.625,EE Joaquim Mendes Feliz,Cursando
RA-1112,3I,3I,Aluno-1112,,13,Masculino,2023,Pública,Agata,6.8560823939999995,4.0,9.585,9.02791197,8.135,4.0,4.0,4.0,4.0,4.705,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-28 00:00:00,5.375,EE Joaquim Mendes Feliz,Cursando
RA-1535,3I,3I,Aluno-1535,,13,Feminino,2024,Pública,Ametista,7.109390969933334,4.0,8.751,5.103121516333333,7.51,5.833333333333333,7.5,5.5,4.5,7.9175,10.0,Fase 3 (7° e 8° ano),0,2024,2011-09-08 00:00:00,7.125,EE Paschoal Carlos Magno,Cursando
RA-1536,3I,3I,Aluno-1536,,15,Feminino,2024,Pública,Ametista,7.653744444466668,4.0,9.168,8.722222222333334,8.135,7.0,10.0,3.5,7.5,7.4575,5.0,Fase 4 (9° ano),-1,2024,2009-10-24 00:00:00,7.875,EE Paschoal Carlos Magno,Cursando
RA-357,3I,3I,Aluno-357,,14,Masculino,2022,Pública,Ametista,7.731569404200001,4.0,8.751,9.028180354333333,8.135,7.666666666666667,8.5,7.0,7.5,7.0825,5.0,Fase 4 (9° ano),-1,2024,2010-05-30 00:00:00,7.875,EE Joaquim Mendes Feliz,Cursando
RA-583,3I,3I,Aluno-583,,14,Feminino,2021,Pública,Ametista,7.447591035933334,4.0,7.917,8.904455179666668,8.135,5.0,6.5,4.5,4.0,6.87,10.0,Fase 3 (7° e 8° ano),0,2024,2010-10-12 00:00:00,6.875,EE Joaquim Mendes Feliz,Cursando
RA-1537,3I,3I,Aluno-1537,,14,Feminino,2024,Pública,Topázio,8.176263231333333,4.0,9.168,8.33064949,8.135,8.666666666666666,10.0,6.0,10.0,8.67,5.0,Fase 4 (9° ano),-1,2024,2010-06-22 00:00:00,8.125,EE Joaquim Mendes Feliz,Cursando
RA-599,3K,3K,Aluno-599,,12,Masculino,2022,Pública,Topázio,8.3569352941,3.0,10.002,8.607843137333333,9.375,7.666666666666667,8.0,7.0,8.0,7.28,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-31 00:00:00,7.083333333,EE Maria André Schunck Dona,Cursando
RA-651,3K,3K,Aluno-651,,12,Feminino,2022,Pública,Topázio,8.689300000100001,3.0,9.168,10.0,7.51,7.5,10.0,6.0,6.5,8.336666667,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-08 00:00:00,8.541666667,EE Mario Francisco de Amorim,Cursando
RA-1131,3K,3K,Aluno-1131,,13,Feminino,2023,Privada - Programa de Apadrinhamento,Topázio,8.2889555555,3.0,8.334,9.277777777666666,6.255,8.333333333333334,8.0,7.0,10.0,7.893333333,10.0,Fase 3 (7° e 8° ano),0,2024,2011-04-19 00:00:00,7.291666667,Colégio Arco Íris Evolução,Cursando
RA-403,3K,3K,Aluno-403,,14,Masculino,2021,Pública,Topázio,8.008488888833334,3.0,8.751,7.361111111,7.51,7.666666666666667,6.0,8.0,9.0,7.613333333,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-02 00:00:00,8.541666667,EE Maria André Schunck Dona,Cursando
RA-1538,3K,3K,Aluno-1538,,13,Masculino,2021,Pública,Ametista,7.9631703704333345,3.0,9.168,7.935185184999999,8.13,7.166666666666667,7.5,6.0,8.0,7.106666667,10.0,Fase 2 (5° e 6° ano),1,2024,2010-11-29 00:00:00,7.916666667,EE Maria André Schunck Dona,Cursando
RA-469,3K,3K,Aluno-469,,13,Feminino,2022,Pública,Ametista,7.684639869300001,3.0,9.168,9.498366013,7.51,5.0,6.0,4.0,5.0,6.94,10.0,Fase 3 (7° e 8° ano),0,2024,2011-10-07 00:00:00,7.291666667,EE Maria André Schunck Dona,Cursando
RA-1121,3K,3K,Aluno-1121,,12,Masculino,2023,Pública,Topázio,8.407166666633334,3.0,9.585,10.0,7.51,6.666666666666667,9.0,5.0,6.0,8.28,10.0,Fase 3 (7° e 8° ano),0,2024,2012-01-08 00:00:00,7.083333333,EE Maria André Schunck Dona,Cursando
RA-1122,3K,3K,Aluno-1122,,12,Masculino,2023,Pública,Ametista,7.817322222166666,3.0,8.751,9.861111111,7.51,5.333333333333333,5.0,4.5,6.5,7.22,10.0,Fase 2 (5° e 6° ano),1,2024,2012-09-30 00:00:00,7.083333333,EE Maria André Schunck Dona,Cursando
RA-422,3K,3K,Aluno-422,,14,Masculino,2022,Pública,Quartzo,5.544981481433334,3.0,7.5,6.157407407333333,7.51,2.8333333333333335,3.0,4.5,1.0,5.5,5.0,Fase 4 (9° ano),-1,2024,2010-01-10 00:00:00,6.458333333,EE Maria André Schunck Dona,Cursando
RA-1117,3K,3K,Aluno-1117,,12,Feminino,2023,Pública,Ametista,7.601562962866668,3.0,8.751,8.314814814666667,7.51,5.666666666666667,5.0,5.0,7.0,6.833333333,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-04 00:00:00,8.125,EE Maria André Schunck Dona,Cursando
RA-1539,3K,3K,Aluno-1539,,13,Feminino,2024,Pública,Ametista,7.709588888900001,3.0,6.667,9.027777777666666,6.885,6.833333333333333,6.0,7.0,7.5,7.056666667,10.0,Fase 3 (7° e 8° ano),0,2024,2011-10-28 00:00:00,7.708333333,EE Maria André Schunck Dona,Cursando
RA-618,3K,3K,Aluno-618,,15,Masculino,2021,Pública,Agata,6.718348148233334,3.0,10.002,8.324074074,6.88,4.166666666666667,5.0,4.5,3.0,6.826666667,5.0,Fase 5 (1° EM),-2,2024,2009-02-06 00:00:00,6.666666667,EE Donizetti Aparecido Leite Professor,Cursando
RA-669,3K,3K,Aluno-669,,12,Masculino,2022,Pública,Agata,6.6438703703,3.0,7.5,4.851851851666666,7.51,5.333333333333333,5.0,6.0,5.0,6.883333333,10.0,Fase 3 (7° e 8° ano),0,2024,2011-11-20 00:00:00,7.291666667,EE Maria André Schunck Dona,Cursando
RA-408,3K,3K,Aluno-408,,14,Feminino,2022,Pública,Agata,6.5276296297,3.0,7.5,4.981481481666667,7.51,4.833333333333333,3.0,5.5,6.0,6.776666667,10.0,Fase 3 (7° e 8° ano),0,2024,2010-08-29 00:00:00,7.083333333,EE Maria André Schunck Dona,Cursando
RA-610,3K,3K,Aluno-610,,11,Feminino,2022,Pública,Ametista,7.894888888933334,3.0,9.585,9.694444444333334,3.76,6.333333333333333,8.0,5.0,6.0,8.336666667,10.0,Fase 2 (5° e 6° ano),1,2024,2013-01-05 00:00:00,6.875,EE Maria André Schunck Dona,Cursando
RA-409,3K,3K,Aluno-409,,13,Feminino,2022,Pública,Topázio,8.225462962900002,3.0,9.585,9.231481481333333,7.51,7.166666666666667,7.0,7.5,7.0,7.223333333,10.0,Fase 3 (7° e 8° ano),0,2024,2011-07-04 00:00:00,7.916666667,EE Maria André Schunck Dona,Cursando
RA-464,3L,3L,Aluno-464,,15,Feminino,2022,Pública,Agata,6.872009064333334,4.0,9.168,7.851461988333334,8.76,4.333333333333333,3.0,3.5,6.5,7.1175,5.0,Fase 4 (9° ano),-1,2024,2009-09-12 00:00:00,7.1875,EE Maria André Schunck Dona,Cursando
RA-1165,3L,3L,Aluno-1165,,13,Feminino,2023,Pública,Ametista,7.908044272466667,4.0,8.751,6.829721362333333,8.135,8.0,9.0,7.5,7.5,7.83,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-17 00:00:00,6.875,EM Alfredo Schunk,Cursando
RA-466,3L,3L,Aluno-466,,15,Masculino,2022,Pública,Agata,6.778749122800001,4.0,8.751,7.223245614,8.76,4.0,3.0,6.5,2.5,7.665,5.0,Fase 4 (9° ano),-1,2024,2009-10-22 00:00:00,7.5,EE Maria André Schunck Dona,Cursando
RA-414,3L,3L,Aluno-414,,14,Feminino,2021,Pública,Ametista,7.187625925933334,4.0,7.917,8.429629629666666,7.51,6.0,9.0,3.0,6.0,5.67,10.0,Fase 3 (7° e 8° ano),0,2024,2010-10-24 00:00:00,6.25,EE Maria André Schunck Dona,Cursando
RA-401,3L,3L,Aluno-401,,14,Feminino,2021,Pública,Agata,6.728911403533334,4.0,6.666,6.839473684333334,6.885,4.833333333333333,7.0,5.0,2.5,6.915,10.0,Fase 3 (7° e 8° ano),0,2024,2010-10-28 00:00:00,6.5625,EE Maria André Schunck Dona,Cursando
RA-1141,3L,3L,Aluno-1141,,13,Feminino,2023,Pública,Agata,6.793890866866667,4.0,9.585,6.191537667666666,7.51,4.166666666666667,5.0,4.5,3.0,6.7825,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-27 00:00:00,6.5625,EE Maria André Schunck Dona,Cursando
RA-592,3L,3L,Aluno-592,,12,Feminino,2021,Privada,Ametista,7.121622213600001,4.0,7.917,6.108152734666667,2.51,7.833333333333333,7.0,8.0,8.5,7.625,10.0,Fase 2 (5° e 6° ano),1,2024,2012-09-21 00:00:00,7.65625,Escola João Paulo II,Cursando
RA-474,3L,3L,Aluno-474,,15,Masculino,2021,Pública,Agata,6.024753703733333,4.0,9.168,5.818518518666667,7.51,3.0,4.0,3.0,2.0,6.8725,5.0,Fase 4 (9° ano),-1,2024,2009-08-19 00:00:00,7.1875,EE Maria André Schunck Dona,Cursando
RA-602,3L,3L,Aluno-602,,13,Masculino,2021,Pública,Topázio,8.647409313733334,4.0,9.585,9.670588235333334,7.51,7.333333333333333,9.0,5.0,8.0,8.545,10.0,Fase 3 (7° e 8° ano),0,2024,2011-02-25 00:00:00,8.28125,EE Maria André Schunck Dona,Cursando
RA-666,3L,3L,Aluno-666,,12,Masculino,2022,Pública,Topázio,8.185838802933334,4.0,10.002,7.881527348,7.51,7.166666666666667,10.0,5.5,6.0,8.375,10.0,Fase 3 (7° e 8° ano),0,2024,2012-05-09 00:00:00,7.5,EE Maria André Schunck Dona,Cursando
RA-604,3L,3L,Aluno-604,,12,Feminino,2021,Pública,Ametista,7.429623555266667,4.0,8.334,7.5029927763333335,8.13,7.0,8.0,5.5,7.5,6.21,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-05 00:00:00,6.40625,EE Maria André Schunck Dona,Cursando
RA-476,3L,3L,Aluno-476,,14,Feminino,2021,Pública,Agata,6.7359982456,4.0,7.917,6.5964912280000005,7.51,4.5,7.0,4.0,2.5,6.745,10.0,Fase 3 (7° e 8° ano),0,2024,2010-07-23 00:00:00,6.25,EE Maria André Schunck Dona,Cursando
RA-423,3L,3L,Aluno-423,,14,Feminino,2022,Pública,Agata,6.616193704866666,4.0,5.833,6.501135191,8.13,4.333333333333333,6.0,3.5,3.5,6.8275,10.0,Fase 3 (7° e 8° ano),0,2024,2010-09-22 00:00:00,6.875,EE Maria André Schunck Dona,Cursando
RA-631,3L,3L,Aluno-631,,14,Masculino,2022,Pública,Agata,6.795673420466667,4.0,8.334,7.2122004356666665,8.75,4.166666666666667,7.0,3.5,2.0,6.245,10.0,Fase 3 (7° e 8° ano),0,2024,2010-08-28 00:00:00,5.625,EE Maria André Schunck Dona,Cursando
RA-658,3M,3M,Aluno-658,,12,Feminino,2022,Pública,Ametista,7.507033333333333,5.0,8.751,10.0,8.135,3.6666666666666665,5.5,2.5,3.0,6.738,10.0,Fase 2 (5° e 6° ano),1,2024,2012-10-27 00:00:00,7.375,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1540,3M,3M,Aluno-1540,,14,Feminino,2024,Pública,Quartzo,5.696233333333334,5.0,8.334,5.0,7.51,2.6666666666666665,2.0,2.0,4.0,6.83,5.0,Fase 4 (9° ano),-1,2024,2010-05-27 00:00:00,7.125,EE Donizetti Aparecido Leite Professor,Cursando
RA-1541,3M,3M,Aluno-1541,,13,Masculino,2024,Pública,Topázio,8.337,5.0,9.168,8.633333333333333,6.88,8.166666666666666,9.0,7.0,8.5,7.736,10.0,Fase 3 (7° e 8° ano),0,2024,2011-07-21 00:00:00,8.25,EM Alfredo Schunk,Cursando
RA-1114,3M,3M,Aluno-1114,,12,Feminino,2023,Pública,Ametista,7.437466666666667,5.0,8.751,9.533333333333333,2.51,5.0,5.0,3.0,7.0,7.836,10.0,Fase 3 (7° e 8° ano),0,2024,2011-11-14 00:00:00,8.375,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-662,3M,3M,Aluno-662,,13,Feminino,2022,Pública,Ametista,7.1074778554666675,5.0,7.917,7.6107226106666666,7.51,4.166666666666667,4.5,5.0,3.0,7.234,10.0,Fase 3 (7° e 8° ano),0,2024,2011-09-30 00:00:00,7.625,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-760,3M,3M,Aluno-760,,13,Masculino,2021,Pública,Agata,6.942581818200001,5.0,9.168,7.090909091,7.51,5.0,2.5,3.5,9.0,6.158,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-11 00:00:00,6.25,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1542,3M,3M,Aluno-1542,,16,Feminino,2024,Pública,Agata,6.0886079922,5.0,7.501,6.304873294333333,8.135,3.1666666666666665,1.0,3.5,5.0,6.966,5.0,Fase 5 (1° EM),-2,2024,2008-09-18 00:00:00,7.375,EE Donizetti Aparecido Leite Professor,Cursando
RA-404,3M,3M,Aluno-404,,14,Feminino,2021,Pública,Agata,6.624588235266668,5.0,8.334,6.286274509666666,2.51,5.666666666666667,6.0,5.0,6.0,6.998,10.0,Fase 3 (7° e 8° ano),0,2024,2010-09-10 00:00:00,7.5,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1119,3M,3M,Aluno-1119,,14,Feminino,2023,Pública,Ametista,7.388266666666667,5.0,9.585,8.716666666666667,7.51,5.666666666666667,6.0,3.5,7.5,7.698,5.0,Fase 4 (9° ano),-1,2024,2010-04-29 00:00:00,7.625,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1116,3M,3M,Aluno-1116,,15,Masculino,2023,Pública,Quartzo,3.7894777778,5.0,0.0,3.3555555556666667,6.26,2.3333333333333335,1.0,3.0,3.0,5.066,5.0,Fase 4 (9° ano),-1,2024,2009-10-27 00:00:00,5.125,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-667,3M,3M,Aluno-667,,13,Masculino,2021,Pública,Ametista,7.177130604266668,5.0,9.168,7.038986354666666,7.51,4.666666666666667,5.5,4.5,4.0,6.966,10.0,Fase 3 (7° e 8° ano),0,2024,2011-04-22 00:00:00,7.75,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-605,3M,3M,Aluno-605,,13,Feminino,2021,Pública,Agata,6.0175222222,5.0,7.5,6.194444444333333,6.885,2.6666666666666665,1.5,3.5,3.0,5.534,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-29 00:00:00,7.0,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1543,3M,3M,Aluno-1543,,14,Masculino,2024,Pública,Agata,6.754584615400001,5.0,7.5,8.076923077,7.51,5.0,6.0,4.0,,7.066,5.0,Fase 4 (9° ano),-1,2024,2010-02-08 00:00:00,7.25,EE Donizetti Aparecido Leite Professor,Cursando
RA-1118,3M,3M,Aluno-1118,,14,Feminino,2023,Pública,Ametista,7.0305545924,5.0,7.084,7.846439628666666,9.38,3.8333333333333335,3.0,4.5,4.0,6.866,10.0,Fase 3 (7° e 8° ano),0,2024,2010-11-04 00:00:00,6.75,EM Alfredo Schunk,Cursando
RA-1544,3M,3M,Aluno-1544,,14,Feminino,2024,Pública,Agata,6.905568627466667,5.0,8.334,8.674509804,6.885,5.833333333333333,5.5,5.5,6.5,6.598,5.0,Fase 4 (9° ano),-1,2024,2010-04-26 00:00:00,6.625,EM Cecilia Cristina de Oliveira Rodrigues,Cursando
RA-1545,3N,3N,Aluno-1545,,12,Feminino,2024,Pública,Ametista,7.296598575533334,2.0,7.501,6.210826211,8.13,8.166666666666666,8.0,6.5,10.0,6.165,10.0,Fase 3 (7° e 8° ano),0,2024,2012-01-13 00:00:00,6.25,EE Paschoal Carlos Magno,Cursando
RA-1127,3N,3N,Aluno-1127,,12,Feminino,2023,Pública,Topázio,8.180966666666668,2.0,9.168,10.0,7.51,5.833333333333333,8.5,4.5,4.5,7.67,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-07 00:00:00,8.125,EE Donizetti Aparecido Leite Professor,Cursando
RA-1129,3N,3N,Aluno-1129,,12,Masculino,2023,Pública,Ametista,7.360417647066668,2.0,9.168,7.137254902,8.13,6.833333333333333,9.0,5.5,6.0,5.745,10.0,Fase 3 (7° e 8° ano),0,2024,2012-01-31 00:00:00,6.875,EE Donizetti Aparecido Leite Professor,Cursando
RA-1546,3N,3N,Aluno-1546,,14,Masculino,2024,Pública,Agata,6.900662108266667,2.0,8.334,6.374643874666667,8.75,4.666666666666667,5.0,3.0,6.0,6.17,10.0,Fase 3 (7° e 8° ano),0,2024,2010-06-29 00:00:00,7.5,EE Paschoal Carlos Magno,Cursando
RA-1130,3N,3N,Aluno-1130,,12,Masculino,2023,Pública,Agata,6.563952941199999,2.0,8.751,6.278431372666667,8.13,4.333333333333333,7.5,3.5,2.0,5.33,10.0,Fase 3 (7° e 8° ano),0,2024,2012-03-21 00:00:00,6.875,EE Donizetti Aparecido Leite Professor,Cursando
RA-1168,3N,3N,Aluno-1168,,14,Feminino,2023,Pública,Agata,6.864053921600001,2.0,9.585,7.682352941333334,7.51,5.666666666666667,8.5,3.5,5.0,6.33,5.0,Fase 4 (9° ano),-1,2024,2010-03-26 00:00:00,7.1875,EE Paschoal Carlos Magno,Cursando
RA-613,3N,3N,Aluno-613,,15,Masculino,2021,Pública,Ametista,7.4019,2.0,8.334,9.566666666666666,7.51,7.333333333333333,8.0,6.0,8.0,6.25,5.0,Fase 4 (9° ano),-1,2024,2009-10-25 00:00:00,6.875,EE Donizetti Aparecido Leite Professor,Cursando
RA-433,3N,3N,Aluno-433,,14,Masculino,2022,Pública,Ametista,7.218157142866668,2.0,7.918,8.380952381,8.13,4.833333333333333,6.5,4.0,4.0,6.415,10.0,Fase 3 (7° e 8° ano),0,2024,2010-10-10 00:00:00,6.875,EE Donizetti Aparecido Leite Professor,Cursando
RA-1547,3N,3N,Aluno-1547,,14,Feminino,2024,Pública,Agata,6.748480626800001,2.0,7.917,6.467236467333334,8.13,6.666666666666667,9.5,6.0,4.5,6.335,5.0,Fase 4 (9° ano),-1,2024,2009-11-20 00:00:00,7.5,EE Donizetti Aparecido Leite Professor,Cursando
RA-1548,3N,3N,Aluno-1548,,13,Feminino,2024,Pública,Agata,6.482499715066667,2.0,8.334,5.2421652420000004,7.51,4.833333333333333,9.0,4.5,1.0,5.665,10.0,Fase 3 (7° e 8° ano),0,2024,2011-01-25 00:00:00,7.5,Estuda em outra cidade,Cursando
RA-304,3N,3N,Aluno-304,,16,Masculino,2021,Pública,Agata,6.852411484600001,2.0,10.002,7.826890756333333,7.51,7.166666666666667,9.0,5.5,7.0,5.825,2.5,Fase 6 (2° EM),-3,2024,2007-12-02 00:00:00,6.875,EE Maria André Schunck Dona,Cursando
RA-1549,3N,3N,Aluno-1549,,15,Masculino,2024,Pública,Agata,6.514862200466668,2.0,9.585,7.441394335666668,7.51,4.166666666666667,5.5,3.0,4.0,6.325,5.0,Fase 5 (1° EM),-2,2024,2009-01-31 00:00:00,7.1875,EE Maria André Schunck Dona,Cursando
RA-632,3P,3P,Aluno-632,,12,Feminino,2022,Pública,Ametista,7.515491249000001,4.0,7.917,8.999164578333334,6.875,4.166666666666667,0.0,6.0,6.5,7.875,10.0,Fase 3 (7° e 8° ano),0,2024,2012-04-21 00:00:00,8.28125,EE Maria André Schunck Dona,Cursando
RA-633,3P,3P,Aluno-633,,13,Feminino,2021,Pública,Quartzo,5.228470175466667,4.0,4.584,4.707017544,2.51,3.3333333333333335,4.0,6.0,0.0,6.1175,10.0,Fase 3 (7° e 8° ano),0,2024,2011-06-03 00:00:00,6.875,EE Maria André Schunck Dona,Cursando
RA-1137,3P,3P,Aluno-1137,,11,Feminino,2023,Pública,Ametista,7.1837526524666675,4.0,8.334,7.588638262333333,8.13,3.5,1.0,4.5,5.0,7.4575,10.0,Fase 2 (5° e 6° ano),1,2024,2013-02-27 00:00:00,8.28125,EE Maria André Schunck Dona,Cursando
RA-646,3P,3P,Aluno-646,,14,Masculino,2021,Pública,Ametista,7.715491666666668,4.0,10.002,9.266666666666667,7.51,6.166666666666667,9.0,4.5,5.0,7.7475,5.0,Fase 4 (9° ano),-1,2024,2009-12-19 00:00:00,8.28125,EE Donizetti Aparecido Leite Professor,Cursando
RA-1550,3P,3P,Aluno-1550,,15,Masculino,2024,Pública,Agata,6.064236111066667,4.0,9.585,5.222222222,7.51,4.333333333333333,5.0,3.0,5.0,6.2025,5.0,Fase 4 (9° ano),-1,2024,2009-10-21 00:00:00,7.03125,EE Maria André Schunck Dona,Cursando
RA-1139,3P,3P,Aluno-1139,,12,Masculino,2023,Pública,Agata,6.906276357600001,4.0,8.334,6.152715121333333,7.51,4.666666666666667,5.0,3.0,6.0,7.04,10.0,Fase 2 (5° e 6° ano),1,2024,2012-09-16 00:00:00,7.5,EE Maria André Schunck Dona,Cursando
RA-444,3P,3P,Aluno-444,,14,Masculino,2021,Pública,Quartzo,5.410188638266668,4.0,8.334,6.377276524666667,2.51,3.6666666666666665,2.0,5.0,4.0,5.96,5.0,Fase 4 (9° ano),-1,2024,2009-12-15 00:00:00,6.25,EE Maria André Schunck Dona,Cursando
