RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_lgbm,prob_xgb,prob_mlp,prob_stacking,prob_final,top_3_fatores,faixa_risco,prob_experimental
RA-1210,Aluno-1210,6,Topázio,8.2302,0.764,0.7824,0.7378,0.7007,0.6258,Defasagem(−0.27) | IPS_z_faseAno(+0.24) | Idade(+0.23),Médio,0.699
RA-199,Aluno-199,4,Ametista,7.419398245666667,0.7484,0.7825,0.6355,0.6163,0.6255,IPV(+0.22) | Idade(+0.22) | Ing(−0.18),Médio,0.669
RA-1437,Aluno-1437,1,Ametista,7.982890217400001,0.7171,0.7309,0.4937,0.4733,0.6253,gap_Por_Ing(+0.31) | Idade(+0.24) | IPV(+0.14),Médio,0.6654
RA-1505,Aluno-1505,2,Agata,6.7199171717,0.6638,0.656,0.3699,0.3683,0.6252,IPV(−0.23) | age_fase_excess(+0.21) | Idade(+0.21),Médio,0.5563
RA-494,Aluno-494,3,Ametista,7.922281328333334,0.6451,0.6411,0.8349,0.7417,0.625,Defasagem(−0.36) | IPV_z_faseAno(+0.26) | IPV(+0.22),Médio,0.5836
RA-1518,Aluno-1518,3,Quartzo,5.721382142866666,0.7394,0.7529,0.8115,0.7293,0.6242,age_fase_excess(+0.23) | IPV(−0.21) | Idade(+0.21),Médio,0.6684
RA-1171,Aluno-1171,4,Ametista,7.6236817459,0.7807,0.7615,0.7144,0.6744,0.6241,Ing(−0.31) | IPV(+0.24) | IPS_z_faseAno(+0.21),Médio,0.6518
RA-326,Aluno-326,4,Topázio,8.832389092333335,0.6683,0.6014,0.4506,0.4513,0.6239,Defasagem(−0.38) | IPV(+0.26) | Idade(+0.18),Médio,0.4772
RA-1425,Aluno-1425,1,Agata,6.8290988095000005,0.718,0.7096,0.4767,0.4512,0.6237,gap_Por_Ing(+0.25) | IPV(−0.21) | Idade(+0.20),Médio,0.6399
RA-1396,Aluno-1396,1,Ametista,7.8477,0.6344,0.6423,0.5791,0.5102,0.6234,IPV(+0.29) | Idade(+0.22) | gap_Por_Ing(−0.13),Médio,0.612
RA-471,Aluno-471,4,Agata,6.635847117766667,0.7267,0.7558,0.3115,0.419,0.6232,Defasagem(−0.35) | Idade(+0.22) | IPS_z_faseAno(+0.18),Médio,0.6919
RA-1559,Aluno-1559,4,Agata,6.330428437666668,0.757,0.7581,0.7655,0.7163,0.623,Idade(+0.26) | IPV(+0.19) | age_fase_excess(+0.17),Médio,0.7467
RA-336,Aluno-336,4,Agata,6.834286748466667,0.7377,0.7781,0.853,0.7993,0.6227,Defasagem(−0.28) | IAA_decile_fase(+0.23) | Idade(+0.21),Médio,0.6851
RA-1419,Aluno-1419,1,Topázio,8.7536999999,0.7295,0.7398,0.3404,0.3672,0.6227,Defasagem(−0.27) | Idade(+0.25) | gap_Por_Ing(+0.19),Médio,0.6792
RA-610,Aluno-610,3,Ametista,7.894888888933334,0.5025,0.4876,0.4408,0.3117,0.6227,Defasagem(−0.37) | IPV_z_faseAno(+0.28) | Idade(+0.20),Médio,0.4072
RA-827,Aluno-827,2,Topázio,8.2483467391,0.7397,0.748,0.7613,0.707,0.6214,Defasagem(−0.32) | Idade(+0.19) | gap_Por_Ing(+0.16),Médio,0.7124
RA-160,Aluno-160,5,Agata,6.855108333266668,0.7637,0.8218,0.7658,0.6983,0.6209,Ing(−0.44) | Idade(+0.20) | IPV(+0.12),Médio,0.7398
RA-1305,Aluno-1305,0,Agata,6.685221929800001,0.6701,0.7009,0.7944,0.6505,0.6192,Idade(+0.20) | FaseIdeal_num(−0.18) | IPV(+0.16),Médio,0.5126
RA-280,Aluno-280,5,Topázio,8.822714492700001,0.6275,0.6227,0.3185,0.3324,0.619,Defasagem(−0.43) | IPV(+0.26) | Idade(+0.18),Médio,0.5366
RA-746,Aluno-746,2,Ametista,7.903311111100001,0.6948,0.7045,0.8031,0.6709,0.6186,gap_Por_Ing(+0.41) | Idade(+0.21) | Defasagem(−0.20),Médio,0.6559
RA-1149,Aluno-1149,4,Topázio,8.1371,0.7259,0.7297,0.4856,0.5039,0.6167,IPV(+0.34) | Ing(−0.28) | Idade(+0.21),Médio,0.6573
RA-176,Aluno-176,5,Topázio,8.828632575733334,0.6548,0.602,0.3013,0.3679,0.6166,Defasagem(−0.40) | IPV(+0.26) | Idade(+0.18),Médio,0.5442
RA-1052,Aluno-1052,1,Ametista,7.744032575800001,0.7597,0.7891,0.8484,0.7814,0.6163,gap_Por_Ing(+0.28) | Idade(+0.22) | IPV(+0.21),Médio,0.669
RA-103,Aluno-103,5,Topázio,8.775268254,0.6938,0.7156,0.7437,0.6959,0.6158,Defasagem(−0.36) | IPV_z_faseAno(+0.27) | IPV(+0.24),Médio,0.6219
RA-1399,Aluno-1399,1,Ametista,7.438578787899999,0.6848,0.7179,0.6215,0.5899,0.6158,IPV(+0.26) | Idade(+0.24) | age_fase_excess(−0.14),Médio,0.6514
RA-530,Aluno-530,3,Ametista,7.214534419433333,0.7355,0.6452,0.5226,0.5387,0.6157,Defasagem(−0.32) | IPS_z_faseAno(+0.25) | Idade(+0.22),Médio,0.6092
RA-588,Aluno-588,3,Topázio,8.676133333333334,0.7199,0.7452,0.4533,0.4687,0.615,Defasagem(−0.36) | Idade(+0.24) | IPV(+0.14),Médio,0.6787
RA-1607,Aluno-1607,5,Quartzo,4.899894444466667,0.7159,0.6699,0.6525,0.6359,0.6142,age_fase_excess(+0.28) | Idade(+0.22) | IAA_decile_fase(+0.13),Médio,0.6464
RA-1416,Aluno-1416,1,Ametista,7.375503030400001,0.7186,0.7472,0.7488,0.6596,0.6136,gap_Por_Ing(+0.26) | Idade(+0.23) | IPV(−0.14),Médio,0.7058
RA-539,Aluno-539,3,Topázio,8.465533333333335,0.6409,0.6498,0.738,0.5982,0.6132,Defasagem(−0.35) | IPV(+0.28) | IPV_z_faseAno(+0.28),Médio,0.619
RA-340,Aluno-340,3,Agata,6.715437329466668,0.6986,0.7051,0.5292,0.5984,0.6124,Defasagem(−0.29) | Idade(+0.22) | gap_Por_Ing(+0.18),Médio,0.667
RA-1584,Aluno-1584,4,Ametista,7.429837830666667,0.7859,0.7851,0.8442,0.7929,0.6124,IPV(+0.34) | Idade(+0.28) | IPS_z_faseAno(+0.23),Médio,0.7286
RA-432,Aluno-432,4,Ametista,7.167975,0.7541,0.8126,0.7897,0.7846,0.6121,IAA_decile_fase(+0.23) | Idade(+0.23) | age_fase_excess(+0.20),Médio,0.7546
RA-591,Aluno-591,2,Agata,6.8360336957,0.6839,0.6995,0.5903,0.5506,0.6119,Idade(+0.21) | gap_Por_Ing(+0.19) | IAA_decile_fase(+0.14),Médio,0.6065
RA-1025,Aluno-1025,1,Ametista,7.897071212,0.674,0.678,0.4369,0.4109,0.6118,gap_Por_Ing(+0.28) | Idade(+0.23) | gap_Mat_Por(−0.19),Médio,0.556
RA-1564,Aluno-1564,4,Quartzo,5.0761468806000005,0.724,0.7261,0.7563,0.7036,0.6091,Idade(+0.21) | IPV(−0.19) | age_fase_excess(+0.17),Médio,0.6511
RA-602,Aluno-602,3,Topázio,8.647409313733334,0.6136,0.5831,0.7951,0.6848,0.6087,Defasagem(−0.33) | IPV(+0.28) | IPV_z_faseAno(+0.28),Médio,0.5374
RA-1020,Aluno-1020,1,Topázio,8.9544954545,0.6973,0.6507,0.3738,0.4144,0.6084,gap_Por_Ing(+0.29) | Idade(+0.23) | IPV(+0.22),Médio,0.5253
RA-1116,Aluno-1116,3,Quartzo,3.7894777778,0.7205,0.7011,0.4955,0.4934,0.6081,age_fase_excess(+0.26) | Idade(+0.20) | IPV(−0.19),Médio,0.6118
RA-745,Aluno-745,2,Topázio,8.6102,0.7597,0.7683,0.743,0.6847,0.6073,Defasagem(−0.30) | Idade(+0.20) | gap_Por_Ing(+0.20),Médio,0.7083
RA-86,Aluno-86,7,Ametista,7.611233333266666,0.7734,0.777,0.6338,0.6206,0.6068,Defasagem(−0.33) | Idade(+0.22) | age_fase_excess(+0.16),Médio,0.6643
RA-801,Aluno-801,1,Agata,6.6752,0.7282,0.7226,0.8587,0.7582,0.6068,gap_Por_Ing(+0.28) | Idade(+0.19) | IPV(−0.17),Médio,0.6925
RA-1157,Aluno-1157,3,Ametista,7.916082936533334,0.6045,0.6595,0.5234,0.4724,0.6066,IPV(+0.28) | IPV_z_faseAno(+0.26) | Idade(+0.22),Médio,0.5155
RA-1228,Aluno-1228,7,Quartzo,4.8761,0.7053,0.7282,0.5104,0.4221,0.6065,Defasagem(−0.33) | Idade(+0.22) | age_fase_excess(+0.20),Médio,0.6427
RA-1456,Aluno-1456,2,Topázio,8.492914285800001,0.714,0.7061,0.698,0.5537,0.6057,Defasagem(−0.28) | gap_Por_Ing(+0.27) | Idade(+0.22),Médio,0.6578
RA-1556,Aluno-1556,3,Agata,6.666811111166668,0.7487,0.725,0.5631,0.5264,0.6043,Defasagem(−0.36) | Idade(+0.25) | age_fase_excess(+0.23),Médio,0.7299
RA-616,Aluno-616,3,Quartzo,5.457877193033333,0.7279,0.7272,0.408,0.3919,0.6043,Defasagem(−0.32) | IAA_decile_fase(+0.25) | Idade(+0.20),Médio,0.649
RA-1457,Aluno-1457,2,Agata,6.0197761904,0.7152,0.7136,0.308,0.3633,0.604,Idade(+0.23) | IPV(+0.20) | age_fase_excess(−0.18),Médio,0.6249
RA-457,Aluno-457,4,Topázio,8.5892756038,0.6199,0.5912,0.8209,0.6437,0.604,Defasagem(−0.33) | Ing(−0.26) | IPS_z_faseAno(+0.21),Médio,0.5045
RA-40,Aluno-40,7,Ametista,7.098051462066667,0.7473,0.7517,0.8308,0.783,0.6035,Defasagem(−0.26) | IAA_decile_fase(+0.22) | Idade(+0.21),Médio,0.6329
RA-421,Aluno-421,4,Topázio,8.488232329,0.6113,0.5676,0.5063,0.4283,0.6034,Defasagem(−0.39) | IPV(+0.23) | IPS_z_faseAno(+0.17),Médio,0.4481
RA-1618,Aluno-1618,5,Ametista,7.0487660130666665,0.6485,0.6334,0.6745,0.5986,0.6018,IPS_z_faseAno(+0.21) | Idade(+0.20) | age_fase_excess(+0.19),Médio,0.5442
RA-570,Aluno-570,2,Agata,6.8133640787,0.6763,0.7329,0.5591,0.5311,0.6008,IAA_decile_fase(+0.19) | Idade(+0.19) | IPV(−0.17),Médio,0.6353
RA-1467,Aluno-1467,2,Topázio,8.836711278200001,0.7373,0.6953,0.6415,0.5112,0.5997,Defasagem(−0.29) | gap_Por_Ing(+0.25) | Idade(+0.23),Médio,0.6187
RA-1022,Aluno-1022,1,Ametista,7.613169697000002,0.7031,0.7473,0.6424,0.5673,0.5987,IPV(+0.26) | Idade(+0.23) | IAA_decile_fase(−0.14),Médio,0.6033
RA-577,Aluno-577,2,Agata,6.629159109700001,0.6078,0.6062,0.3726,0.4061,0.5986,gap_Por_Ing(+0.23) | Idade(+0.18) | IPV(−0.17),Médio,0.5428
RA-1590,Aluno-1590,4,Topázio,8.1907875086,0.6725,0.6328,0.7499,0.6396,0.5986,IPV(+0.31) | Ing(−0.26) | Idade(+0.19),Médio,0.5168
RA-807,Aluno-807,1,Ametista,7.797628571400001,0.6152,0.6145,0.4999,0.4497,0.5982,gap_Por_Ing(+0.34) | Idade(+0.19) | IPV(−0.19),Médio,0.5647
RA-1429,Aluno-1429,1,Topázio,8.041811111100001,0.6475,0.6389,0.4413,0.4191,0.5981,IPV(+0.22) | Idade(+0.22) | gap_Por_Ing(−0.18),Médio,0.5837
RA-741,Aluno-741,1,Quartzo,5.0795885374,0.6925,0.672,0.6568,0.5932,0.5976,IPV(−0.22) | Idade(+0.21) | age_fase_excess(+0.17),Médio,0.6192
RA-601,Aluno-601,1,Topázio,8.5107,0.7643,0.7712,0.8304,0.7427,0.5972,gap_Por_Ing(+0.26) | Idade(+0.22) | IPV(+0.21),Médio,0.7113
RA-306,Aluno-306,5,Agata,6.1661539474,0.7637,0.7569,0.8505,0.794,0.597,IPS_z_faseAno(+0.22) | Idade(+0.21) | IPV(−0.21),Médio,0.6926
RA-1410,Aluno-1410,1,Ametista,7.5319272727,0.7206,0.7535,0.5349,0.5266,0.5963,IPV(+0.29) | Idade(+0.27) | gap_IAA_IEG(+0.17),Médio,0.709
RA-939,Aluno-939,1,Ametista,7.051379841899999,0.7194,0.6898,0.646,0.6037,0.5959,Idade(+0.27) | age_fase_excess(+0.19) | gap_Mat_Por(−0.13),Médio,0.6853
RA-830,Aluno-830,1,Ametista,7.1373428571,0.6741,0.7338,0.8346,0.7685,0.5959,IPV(−0.23) | Idade(+0.20) | gap_IAA_IEG(+0.14),Médio,0.6927
RA-776,Aluno-776,1,Quartzo,5.178509523800001,0.678,0.733,0.6503,0.5381,0.5955,IAA_decile_fase(+0.20) | IPV(−0.20) | Idade(+0.19),Médio,0.6589
RA-411,Aluno-411,4,Ametista,7.279762962966667,0.6662,0.7262,0.4449,0.5121,0.5952,Defasagem(−0.30) | IAA_decile_fase(+0.22) | gap_Por_Ing(+0.19),Médio,0.6171
RA-1498,Aluno-1498,2,Ametista,7.147881818200001,0.6859,0.6666,0.7049,0.5933,0.5952,gap_Por_Ing(+0.25) | Idade(+0.22) | IPV(−0.18),Médio,0.6025
RA-258,Aluno-258,3,Agata,6.429063888866667,0.6485,0.5821,0.7218,0.634,0.595,Defasagem(−0.30) | Idade(+0.20) | age_fase_excess(−0.17),Médio,0.5741
RA-690,Aluno-690,1,Ametista,7.3853681818,0.6909,0.6559,0.7078,0.6391,0.5945,Idade(+0.26) | IPV(+0.20) | gap_Mat_Por(−0.19),Médio,0.6509
RA-503,Aluno-503,3,Topázio,8.547495614066667,0.5631,0.562,0.6968,0.5149,0.5945,Defasagem(−0.33) | Ing(−0.24) | Idade(+0.17),Médio,0.4891
RA-1601,Aluno-1601,5,Ametista,7.2431,0.7017,0.747,0.826,0.6967,0.5944,Ing(−0.35) | IPV(+0.24) | Idade(+0.23),Médio,0.6102
RA-586,Aluno-586,3,Topázio,8.702387301666668,0.6434,0.6606,0.6914,0.5384,0.5942,Defasagem(−0.37) | Idade(+0.19) | IPV(+0.15),Médio,0.5723
RA-419,Aluno-419,4,Topázio,8.355707894766669,0.6012,0.6512,0.8086,0.6445,0.5938,Defasagem(−0.44) | IPV(+0.23) | Ing(−0.19),Médio,0.5456
RA-1454,Aluno-1454,2,Ametista,7.7042238095,0.7345,0.7287,0.4844,0.446,0.5928,gap_Por_Ing(+0.36) | Defasagem(−0.29) | Idade(+0.23),Médio,0.6342
RA-522,Aluno-522,2,Topázio,8.6777119048,0.7569,0.7739,0.7841,0.7105,0.5918,Defasagem(−0.29) | Idade(+0.23) | gap_Por_Ing(+0.23),Médio,0.6834
RA-1570,Aluno-1570,4,Ametista,7.894084175066667,0.6869,0.5503,0.639,0.515,0.5916,IPV(+0.33) | Ing(−0.28) | IPS_z_faseAno(+0.17),Médio,0.4588
RA-278,Aluno-278,5,Topázio,8.907314492800001,0.6406,0.6078,0.8603,0.7107,0.5909,Defasagem(−0.33) | Idade(+0.16) | Ing(−0.16),Médio,0.5025
RA-420,Aluno-420,4,Ametista,7.544228947400001,0.625,0.7063,0.3848,0.4101,0.5904,Defasagem(−0.37) | Idade(+0.20) | IPV(+0.16),Médio,0.5468
RA-1172,Aluno-1172,5,Quartzo,5.719565079333334,0.692,0.6977,0.3012,0.4144,0.5902,age_fase_excess(+0.21) | IPV(−0.20) | Idade(+0.20),Médio,0.6247
RA-476,Aluno-476,3,Agata,6.7359982456,0.762,0.778,0.3364,0.4856,0.5897,Defasagem(−0.30) | Idade(+0.24) | IAA_decile_fase(+0.22),Médio,0.7276
RA-529,Aluno-529,2,Quartzo,5.2661285715,0.7119,0.685,0.4744,0.5086,0.5897,age_fase_excess(+0.21) | Idade(+0.20) | IPV(−0.19),Médio,0.5938
RA-725,Aluno-725,0,Ametista,7.0900771929,0.5319,0.6173,0.6865,0.5976,0.5897,Idade(+0.22) | gap_Mat_Por(+0.13) | IPV(−0.13),Médio,0.4992
RA-464,Aluno-464,3,Agata,6.872009064333334,0.7473,0.774,0.4937,0.5642,0.5895,IPV(−0.24) | Idade(+0.24) | IPS_z_faseAno(+0.21),Médio,0.7265
RA-1407,Aluno-1407,1,Ametista,7.546086363600001,0.6644,0.7009,0.3492,0.3804,0.5895,Idade(+0.22) | gap_IAA_IEG(+0.14) | Defasagem(−0.12),Médio,0.6595
RA-1469,Aluno-1469,2,Ametista,7.459755555500001,0.7281,0.7096,0.4804,0.4979,0.5892,IPV(+0.37) | Idade(+0.27) | age_fase_excess(+0.24),Médio,0.6466
RA-633,Aluno-633,3,Quartzo,5.228470175466667,0.6717,0.61,0.4214,0.4551,0.5878,Defasagem(−0.30) | Idade(+0.18) | gap_Por_Ing(+0.18),Médio,0.5157
RA-58,Aluno-58,7,Topázio,8.7713289474,0.571,0.5683,0.6845,0.6341,0.5873,Defasagem(−0.33) | IPV(+0.28) | IPV_z_faseAno(+0.25),Médio,0.493
RA-491,Aluno-491,2,Agata,6.995247619100001,0.6722,0.6582,0.4372,0.458,0.5861,Idade(+0.25) | gap_Por_Ing(+0.22) | IPV(−0.15),Médio,0.5814
RA-161,Aluno-161,5,Ametista,7.258445588333334,0.7657,0.7801,0.6699,0.6911,0.5859,Defasagem(−0.41) | Idade(+0.22) | IAA_decile_fase(−0.14),Médio,0.7061
RA-1059,Aluno-1059,2,Topázio,8.678450000000002,0.7151,0.7353,0.7284,0.6522,0.5853,Defasagem(−0.32) | IPV_z_faseAno(+0.23) | Idade(+0.23),Médio,0.6664
RA-806,Aluno-806,1,Agata,6.972777380900001,0.5445,0.6,0.2975,0.3307,0.5853,IPV(−0.21) | Idade(+0.19) | gap_Por_Ing(−0.16),Médio,0.528
RA-1631,Aluno-1631,6,Topázio,8.186433333333333,0.6348,0.6675,0.4804,0.4093,0.5852,Ing(−0.33) | IPV(+0.26) | Idade(+0.18),Médio,0.5569
RA-563,Aluno-563,3,Topázio,8.595447619066668,0.7005,0.6693,0.6897,0.6779,0.5852,Defasagem(−0.30) | gap_Por_Ing(+0.25) | Idade(+0.24),Médio,0.6723
RA-1084,Aluno-1084,3,Agata,6.9071109649333335,0.7058,0.6461,0.2703,0.3169,0.5847,Defasagem(−0.36) | Idade(+0.24) | gap_IAA_IEG(+0.14),Médio,0.5918
RA-197,Aluno-197,5,Topázio,8.568238636333334,0.6467,0.7009,0.7363,0.6567,0.5844,Defasagem(−0.37) | IPV_z_faseAno(+0.28) | IPV(+0.23),Médio,0.6369
RA-1178,Aluno-1178,5,Topázio,8.0934746032,0.6806,0.6969,0.8507,0.7641,0.5842,IPV(+0.33) | Ing(−0.21) | Idade(+0.17),Médio,0.5941
RA-392,Aluno-392,4,Quartzo,4.3639463364,0.6405,0.609,0.323,0.4137,0.5841,IPV(−0.22) | Idade(+0.18) | age_fase_excess(+0.16),Médio,0.5154
RA-455,Aluno-455,3,Ametista,7.098988888900001,0.6827,0.6689,0.6935,0.6258,0.5837,Defasagem(−0.33) | gap_Por_Ing(+0.24) | Idade(+0.22),Médio,0.6098
RA-1054,Aluno-1054,2,Agata,6.985788509300001,0.5693,0.5232,0.3569,0.3381,0.5827,Idade(+0.21) | IPV(−0.17) | age_fase_excess(+0.15),Médio,0.427
RA-663,Aluno-663,2,Agata,6.696419461700001,0.6663,0.7192,0.5162,0.439,0.5822,IPV(−0.21) | Idade(+0.19) | gap_IAA_IEG(+0.13),Médio,0.646
RA-1575,Aluno-1575,4,Ametista,7.318459391466667,0.6744,0.6899,0.3514,0.367,0.5822,IPV(+0.32) | Ing(−0.30) | Idade(+0.21),Médio,0.5751
RA-383,Aluno-383,4,Topázio,8.036024386733335,0.6156,0.5153,0.8231,0.6414,0.5818,Defasagem(−0.34) | Ing(−0.29) | IPS_z_faseAno(+0.21),Médio,0.4517
RA-1463,Aluno-1463,2,Topázio,9.074561111,0.6722,0.661,0.6566,0.494,0.5818,Defasagem(−0.31) | Idade(+0.24) | gap_Por_Ing(+0.24),Médio,0.5555
RA-705,Aluno-705,1,Quartzo,5.294247619100001,0.6881,0.6488,0.4592,0.4428,0.5808,IPV(−0.23) | Idade(+0.20) | age_fase_excess(+0.13),Médio,0.5837
RA-407,Aluno-407,4,Ametista,7.0875128168,0.7728,0.8245,0.435,0.5232,0.5806,Defasagem(−0.37) | Idade(+0.25) | IPV(+0.13),Médio,0.7709
RA-649,Aluno-649,3,Agata,6.985329691766667,0.6975,0.6278,0.4162,0.5177,0.5806,Defasagem(−0.33) | IPS_z_faseAno(+0.30) | Idade(+0.23),Médio,0.6282
RA-1524,Aluno-1524,3,Quartzo,5.5473805555333335,0.7113,0.7063,0.8459,0.7267,0.58,age_fase_excess(+0.24) | Idade(+0.24) | IPV(−0.15),Médio,0.6682
RA-1173,Aluno-1173,5,Topázio,8.220132915666667,0.7352,0.7305,0.7727,0.7298,0.5799,Defasagem(−0.29) | IPS_z_faseAno(+0.22) | Idade(+0.21),Médio,0.6594
RA-590,Aluno-590,2,Agata,6.712378053800001,0.6832,0.6721,0.4973,0.4863,0.5798,Idade(+0.26) | gap_Mat_Por(−0.17) | age_fase_excess(−0.15),Médio,0.6004
RA-1087,Aluno-1087,3,Agata,6.913936532,0.6516,0.6446,0.3085,0.4127,0.5796,Defasagem(−0.28) | gap_Por_Ing(+0.27) | IPS_z_faseAno(+0.25),Médio,0.5701
RA-1465,Aluno-1465,2,Ametista,7.3344666666,0.6708,0.6427,0.4123,0.4274,0.5794,IPV(+0.26) | Idade(+0.24) | age_fase_excess(−0.15),Médio,0.5891
RA-1586,Aluno-1586,4,Agata,6.555764327466668,0.6824,0.6324,0.763,0.6131,0.5786,Ing(−0.42) | Idade(+0.19) | IPV(+0.14),Médio,0.5197
RA-401,Aluno-401,3,Agata,6.728911403533334,0.7599,0.7596,0.5464,0.5653,0.5782,Defasagem(−0.32) | Idade(+0.25) | IAA_decile_fase(+0.22),Médio,0.7206
RA-181,Aluno-181,5,Ametista,7.439841414133334,0.6759,0.7059,0.6009,0.6183,0.5771,Defasagem(−0.35) | IAA_decile_fase(+0.23) | Idade(+0.23),Médio,0.5713
RA-1616,Aluno-1616,5,Ametista,7.147738235266668,0.6616,0.6952,0.8559,0.76,0.5767,age_fase_excess(+0.23) | Idade(+0.22) | IPS_z_faseAno(+0.22),Médio,0.6286
RA-1405,Aluno-1405,1,Topázio,8.4749727273,0.6808,0.7016,0.4141,0.383,0.5762,Defasagem(−0.29) | gap_Por_Ing(+0.25) | Idade(+0.22),Médio,0.6481
RA-1430,Aluno-1430,1,Ametista,7.864033333300001,0.6947,0.6804,0.416,0.4209,0.5753,IPV(+0.27) | Idade(+0.23) | age_fase_excess(−0.15),Médio,0.6336
RA-871,Aluno-871,1,Ametista,7.2917293148,0.6634,0.7094,0.7915,0.6953,0.5747,Defasagem(−0.26) | pedra_delta_1(+0.18) | Idade(+0.16),Médio,0.5913
RA-1540,Aluno-1540,3,Quartzo,5.696233333333334,0.6825,0.708,0.5106,0.4752,0.5745,age_fase_excess(+0.25) | Idade(+0.23) | IPV(−0.16),Médio,0.6199
RA-107,Aluno-107,5,Agata,6.676130827066667,0.7389,0.7738,0.4831,0.4847,0.5742,Ing(−0.44) | IPV(−0.25) | IAA_decile_fase(+0.18),Médio,0.6463
RA-1203,Aluno-1203,6,Topázio,8.9495245614,0.7222,0.6595,0.8087,0.7156,0.5737,Defasagem(−0.36) | Ing(−0.24) | IPV(+0.24),Médio,0.5422
RA-321,Aluno-321,5,Topázio,8.125807932933334,0.5261,0.604,0.4688,0.4046,0.5732,Defasagem(−0.42) | Ing(−0.25) | pedra_delta_2(+0.15),Médio,0.5448
RA-187,Aluno-187,4,Topázio,8.568424074066666,0.6379,0.6438,0.5349,0.5391,0.5732,Defasagem(−0.43) | IPV(+0.27) | Idade(+0.19),Médio,0.5865
RA-1201,Aluno-1201,5,Topázio,8.376195238033333,0.693,0.6644,0.3871,0.4124,0.5731,IPV(+0.31) | Ing(−0.23) | Idade(+0.18),Médio,0.5121
RA-1163,Aluno-1163,4,Topázio,8.6794789474,0.6697,0.6319,0.6423,0.5724,0.5714,Defasagem(−0.37) | IPV(+0.24) | IPS_z_faseAno(+0.22),Médio,0.56
RA-1530,Aluno-1530,3,Quartzo,4.6391535714200005,0.6724,0.681,0.8626,0.7189,0.5711,Defasagem(−0.27) | gap_Por_Ing(+0.22) | Idade(+0.18),Médio,0.5898
RA-652,Aluno-652,2,Ametista,7.361896969700001,0.7018,0.717,0.57,0.5784,0.571,Defasagem(−0.42) | Idade(+0.25) | IAA_decile_fase(+0.19),Médio,0.6681
RA-743,Aluno-743,1,Ametista,7.655745454500001,0.6739,0.7203,0.8536,0.7555,0.5709,Idade(+0.22) | pedra_delta_2(+0.10) | gap_Mat_Por(+0.10),Médio,0.6699
RA-64,Aluno-64,7,Topázio,8.743607059266667,0.67,0.7063,0.7346,0.6672,0.5704,Defasagem(−0.37) | Ing(−0.22) | IPS_z_faseAno(+0.19),Médio,0.6172
RA-338,Aluno-338,4,Topázio,8.052795331466667,0.6771,0.6264,0.866,0.7557,0.5704,Defasagem(−0.33) | IPV(+0.23) | IPS_z_faseAno(+0.23),Médio,0.5135
RA-1397,Aluno-1397,1,Ametista,7.8280333334,0.6027,0.6403,0.5119,0.4339,0.5703,IPV(+0.27) | Idade(+0.22) | gap_Por_Ing(−0.15),Médio,0.5415
RA-1482,Aluno-1482,2,Quartzo,5.2257,0.6661,0.6531,0.3096,0.3413,0.5702,age_fase_excess(+0.23) | Idade(+0.21) | IPV(−0.18),Médio,0.5554
RA-664,Aluno-664,2,Ametista,7.5017244089,0.6751,0.6438,0.6883,0.616,0.5692,Defasagem(−0.30) | Idade(+0.23) | IPV(+0.14),Médio,0.5842
RA-1447,Aluno-1447,1,Ametista,7.5402350878,0.6539,0.6142,0.5366,0.4568,0.5684,Idade(+0.24) | IPV(+0.18) | age_fase_excess(−0.14),Médio,0.5801
RA-1049,Aluno-1049,1,Agata,6.821885606,0.5643,0.6191,0.2673,0.2832,0.5683,IPV(−0.19) | Idade(+0.18) | Defasagem(−0.14),Médio,0.5182
RA-713,Aluno-713,2,Ametista,7.467500983400001,0.5838,0.6295,0.7486,0.6576,0.5681,Defasagem(−0.28) | IAA_decile_fase(+0.19) | Idade(+0.19),Médio,0.5609
RA-670,Aluno-670,3,Topázio,8.8602539683,0.5749,0.6085,0.6072,0.4491,0.5681,Defasagem(−0.38) | IPV(+0.22) | Idade(+0.18),Médio,0.4994
RA-1048,Aluno-1048,2,Ametista,7.5198666666,0.579,0.6579,0.5356,0.3804,0.5679,Defasagem(−0.41) | Idade(+0.24) | IPV(+0.23),Médio,0.4832
RA-1097,Aluno-1097,3,Quartzo,5.475324895633334,0.7185,0.6787,0.4715,0.4834,0.5675,Idade(+0.21) | IPV(−0.18) | gap_Por_Ing(+0.16),Médio,0.5982
RA-1509,Aluno-1509,2,Ametista,7.560230303200001,0.6205,0.6203,0.3958,0.3365,0.5671,gap_Por_Ing(+0.36) | Defasagem(−0.24) | Idade(+0.19),Médio,0.5858
RA-1162,Aluno-1162,4,Ametista,7.473167836266667,0.6114,0.6659,0.4637,0.4807,0.5666,Defasagem(−0.26) | gap_Por_Ing(+0.20) | Idade(+0.18),Médio,0.5293
RA-1478,Aluno-1478,2,Agata,6.7210333334,0.6237,0.6762,0.3167,0.3096,0.5664,Defasagem(−0.35) | Idade(+0.21) | IPV(−0.17),Médio,0.5859
RA-1583,Aluno-1583,4,Ametista,7.8197579711,0.5953,0.5044,0.4453,0.3667,0.5659,IPV(+0.35) | Ing(−0.27) | Idade(+0.18),Médio,0.4284
RA-1099,Aluno-1099,3,Ametista,7.332483333333334,0.6407,0.603,0.3851,0.4482,0.5659,Defasagem(−0.29) | age_fase_excess(+0.26) | IPS_z_faseAno(+0.22),Médio,0.5495
