RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_composite,faixa_risco_composite
RA-167,Aluno-167,6,Topázio,8.033470175466666,0.4969,Médio
RA-1508,Aluno-1508,2,Topázio,8.1804207793,0.4968,Médio
RA-878,Aluno-878,1,Agata,6.5335560606000005,0.4962,Médio
RA-1479,Aluno-1479,2,Agata,6.615766239300001,0.496,Médio
RA-80,Aluno-80,7,Topázio,8.131659175733333,0.4956,Médio
RA-1417,Aluno-1417,1,Ametista,7.7436242424,0.4943,Médio
RA-301,Aluno-301,4,Topázio,8.410830701766667,0.4936,Médio
RA-938,Aluno-938,0,Topázio,8.0056026915,0.4923,Médio
RA-1472,Aluno-1472,2,Topázio,8.773575000000001,0.4922,Médio
RA-1493,Aluno-1493,2,Agata,6.378661323900001,0.4912,Médio
RA-516,Aluno-516,3,Topázio,8.384033333366668,0.4912,Médio
RA-580,Aluno-580,2,Ametista,7.9281521222,0.4902,Médio
RA-514,Aluno-514,2,Agata,6.219580952400001,0.49,Médio
RA-1546,Aluno-1546,3,Agata,6.900662108266667,0.4878,Médio
RA-714,Aluno-714,2,Quartzo,5.4653662008,0.4872,Médio
RA-1458,Aluno-1458,2,Quartzo,5.879073684200001,0.4871,Médio
RA-1625,Aluno-1625,6,Agata,6.888194089266667,0.4869,Médio
RA-1100,Aluno-1100,3,Agata,6.649708333333334,0.4863,Médio
RA-1071,Aluno-1071,2,Quartzo,4.8048623378,0.4859,Médio
RA-1621,Aluno-1621,5,Topázio,8.107033333366667,0.4859,Médio
RA-774,Aluno-774,0,Quartzo,5.685771428600001,0.485,Médio
RA-499,Aluno-499,2,Ametista,7.5794738095,0.4849,Médio
RA-794,Aluno-794,1,Ametista,7.145652380900001,0.4849,Médio
RA-738,Aluno-738,1,Ametista,7.2626980238,0.4848,Médio
RA-319,Aluno-319,5,Ametista,7.948699561466667,0.4838,Médio
RA-1543,Aluno-1543,3,Agata,6.754584615400001,0.4834,Médio
RA-45,Aluno-45,7,Topázio,8.743476190400001,0.4818,Médio
RA-1531,Aluno-1531,3,Ametista,7.0491790134,0.4816,Médio
RA-1506,Aluno-1506,2,Ametista,7.151855844200001,0.4813,Médio
RA-94,Aluno-94,6,Topázio,8.637033333333335,0.4811,Médio
RA-715,Aluno-715,2,Quartzo,5.3098253133,0.481,Médio
RA-1424,Aluno-1424,1,Ametista,7.5543388889,0.4806,Médio
RA-1560,Aluno-1560,4,Topázio,8.4721031746,0.4806,Médio
RA-1622,Aluno-1622,5,Topázio,8.429066666633334,0.4796,Médio
RA-1582,Aluno-1582,4,Agata,6.472788888966667,0.4793,Médio
RA-1565,Aluno-1565,4,Quartzo,5.816448179266667,0.4793,Médio
RA-1529,Aluno-1529,3,Agata,6.710079487200001,0.4762,Médio
RA-474,Aluno-474,3,Agata,6.024753703733333,0.4746,Médio
RA-1470,Aluno-1470,2,Quartzo,5.967421532000001,0.4738,Médio
RA-798,Aluno-798,2,Quartzo,4.6743653679,0.473,Médio
RA-1459,Aluno-1459,2,Agata,6.665390476100001,0.4727,Médio
RA-964,Aluno-964,1,Ametista,7.548241666600001,0.4721,Médio
RA-112,Aluno-112,6,Topázio,8.052609920666667,0.4714,Médio
RA-706,Aluno-706,2,Quartzo,5.8701964286,0.47,Médio
RA-518,Aluno-518,3,Agata,6.3467483709,0.4697,Médio
RA-556,Aluno-556,3,Quartzo,5.833377380933333,0.4697,Médio
RA-639,Aluno-639,3,Quartzo,5.7693807644,0.4693,Médio
RA-1608,Aluno-1608,5,Ametista,7.072539814866667,0.4693,Médio
RA-93,Aluno-93,7,Topázio,8.275550000066668,0.4691,Médio
RA-1079,Aluno-1079,3,Quartzo,5.4253413299333335,0.4689,Médio
RA-1435,Aluno-1435,1,Ametista,7.7196166667,0.4684,Médio
RA-555,Aluno-555,3,Quartzo,5.111470186333333,0.4684,Médio
RA-1060,Aluno-1060,2,Agata,6.448416666600001,0.4679,Médio
RA-542,Aluno-542,3,Agata,6.7205649586,0.4674,Médio
RA-1548,Aluno-1548,3,Agata,6.482499715066667,0.4671,Médio
RA-559,Aluno-559,3,Agata,6.158158974333333,0.4667,Médio
RA-727,Aluno-727,1,Topázio,8.447003030300001,0.4664,Médio
RA-799,Aluno-799,2,Ametista,7.702648484900001,0.466,Médio
RA-183,Aluno-183,4,Topázio,8.266902371533334,0.4657,Médio
RA-175,Aluno-175,6,Topázio,8.024136842133334,0.4655,Médio
RA-308,Aluno-308,5,Ametista,7.489282456133334,0.4655,Médio
RA-389,Aluno-389,3,Ametista,7.2079551282,0.465,Médio
RA-1160,Aluno-1160,3,Agata,6.274190982333334,0.465,Médio
RA-820,Aluno-820,2,Ametista,7.426572549100001,0.4645,Médio
RA-606,Aluno-606,2,Agata,6.645260606100001,0.4645,Médio
RA-227,Aluno-227,3,Topázio,8.074015455333335,0.4641,Médio
RA-1106,Aluno-1106,3,Quartzo,5.936272086266667,0.4641,Médio
RA-1550,Aluno-1550,3,Agata,6.064236111066667,0.464,Médio
RA-1481,Aluno-1481,2,Agata,6.860721739100001,0.4639,Médio
RA-1513,Aluno-1513,2,Agata,6.5509171717,0.4637,Médio
RA-1184,Aluno-1184,5,Ametista,7.411701731566668,0.4636,Médio
RA-805,Aluno-805,1,Agata,6.9375869048,0.4616,Médio
RA-1483,Aluno-1483,2,Ametista,7.311433695700001,0.4616,Médio
RA-1107,Aluno-1107,3,Quartzo,5.9731,0.4612,Médio
RA-752,Aluno-752,2,Agata,6.57279265,0.4607,Médio
RA-1501,Aluno-1501,2,Topázio,8.04495,0.4601,Médio
RA-607,Aluno-607,2,Ametista,7.6486021739,0.4595,Médio
RA-991,Aluno-991,1,Ametista,7.057230303000001,0.4595,Médio
RA-1349,Aluno-1349,0,Ametista,7.855727777800001,0.4582,Médio
RA-792,Aluno-792,1,Agata,6.036012253,0.4577,Médio
RA-583,Aluno-583,3,Ametista,7.447591035933334,0.4571,Médio
RA-1112,Aluno-1112,3,Agata,6.8560823939999995,0.4568,Médio
RA-642,Aluno-642,3,Ametista,7.082591269866667,0.4563,Médio
RA-165,Aluno-165,5,Topázio,8.4627502436,0.4562,Médio
RA-620,Aluno-620,3,Quartzo,5.766892063566667,0.455,Médio
RA-1130,Aluno-1130,3,Agata,6.563952941199999,0.4538,Médio
RA-1598,Aluno-1598,5,Topázio,8.4656285714,0.4536,Médio
RA-204,Aluno-204,4,Ametista,7.838218894866668,0.4525,Médio
RA-989,Aluno-989,1,Ametista,7.3743785714,0.4522,Médio
RA-707,Aluno-707,2,Agata,6.4975618421000005,0.4521,Médio
RA-836,Aluno-836,1,Agata,6.0234537878,0.4514,Médio
RA-368,Aluno-368,3,Agata,6.782158333333333,0.4514,Médio
RA-1354,Aluno-1354,0,Ametista,7.353427272700001,0.4514,Médio
RA-211,Aluno-211,5,Topázio,8.283601875933334,0.451,Médio
RA-1415,Aluno-1415,1,Ametista,7.3712454546,0.4506,Médio
RA-653,Aluno-653,3,Topázio,8.103217647033333,0.4506,Médio
RA-1220,Aluno-1220,6,Ametista,7.143244444466667,0.4502,Médio
RA-119,Aluno-119,7,Topázio,8.085299999933333,0.4495,Médio
RA-1207,Aluno-1207,5,Agata,6.509169736866667,0.4475,Médio
RA-1632,Aluno-1632,6,Topázio,8.389333333333335,0.4468,Médio
RA-260,Aluno-260,4,Topázio,8.448920634933334,0.4463,Médio
RA-699,Aluno-699,1,Agata,6.427771212000001,0.4451,Médio
RA-710,Aluno-710,2,Ametista,7.0366241342,0.4445,Médio
RA-1489,Aluno-1489,2,Quartzo,5.9842289855000015,0.4443,Médio
RA-1355,Aluno-1355,0,Ametista,7.202245454500001,0.4442,Médio
RA-853,Aluno-853,1,Ametista,7.986866666600001,0.4441,Médio
RA-1115,Aluno-1115,2,Agata,6.570068686900001,0.4441,Médio
RA-821,Aluno-821,2,Agata,6.643866666600001,0.4434,Médio
RA-1076,Aluno-1076,3,Ametista,7.479598365200001,0.4432,Médio
RA-1066,Aluno-1066,2,Ametista,7.9326223603,0.4431,Médio
RA-1421,Aluno-1421,1,Ametista,7.126922222200001,0.4431,Médio
RA-320,Aluno-320,5,Topázio,8.442258333333335,0.4428,Médio
RA-147,Aluno-147,5,Ametista,7.400477922133334,0.4425,Médio
RA-1507,Aluno-1507,2,Quartzo,5.046077056300001,0.4413,Médio
RA-1536,Aluno-1536,3,Ametista,7.653744444466668,0.441,Médio
RA-1111,Aluno-1111,3,Agata,6.116032815733334,0.4401,Médio
RA-1426,Aluno-1426,1,Quartzo,5.8367476190000005,0.4393,Médio
RA-629,Aluno-629,2,Topázio,8.061295238200001,0.4391,Médio
RA-693,Aluno-693,1,Topázio,8.9079954545,0.4384,Médio
RA-1553,Aluno-1553,3,Ametista,7.641184313700001,0.4377,Médio
RA-761,Aluno-761,2,Topázio,8.174593939300001,0.4368,Médio
RA-404,Aluno-404,3,Agata,6.624588235266668,0.4362,Médio
RA-833,Aluno-833,2,Topázio,8.5184577641,0.4361,Médio
RA-526,Aluno-526,3,Ametista,7.843157894833334,0.4345,Médio
RA-655,Aluno-655,3,Topázio,8.238600000066668,0.4344,Médio
RA-1544,Aluno-1544,3,Agata,6.905568627466667,0.4339,Médio
RA-1378,Aluno-1378,0,Ametista,7.6703428571,0.4338,Médio
RA-339,Aluno-339,4,Ametista,7.711540746133334,0.4336,Médio
RA-599,Aluno-599,3,Topázio,8.3569352941,0.4328,Médio
RA-409,Aluno-409,3,Topázio,8.225462962900002,0.4314,Médio
RA-316,Aluno-316,5,Topázio,8.708925,0.4308,Médio
RA-841,Aluno-841,2,Agata,6.035771224300001,0.4305,Médio
RA-1488,Aluno-1488,2,Agata,6.7668935818000016,0.4292,Médio
RA-698,Aluno-698,2,Ametista,7.3363190476,0.429,Médio
RA-1226,Aluno-1226,7,Ametista,7.785233333333334,0.4288,Médio
RA-1044,Aluno-1044,2,Ametista,7.966711904800001,0.4288,Médio
RA-534,Aluno-534,3,Ametista,7.088855054266667,0.4283,Médio
RA-1534,Aluno-1534,3,Ametista,7.188366666666667,0.4275,Médio
RA-356,Aluno-356,4,Agata,6.627336016533334,0.4265,Médio
RA-538,Aluno-538,3,Agata,6.514094017066666,0.4262,Médio
RA-434,Aluno-434,3,Agata,6.610947619100001,0.426,Médio
RA-535,Aluno-535,3,Ametista,7.659555952400001,0.424,Médio
RA-681,Aluno-681,1,Agata,6.0398818182000005,0.4238,Médio
RA-78,Aluno-78,7,Topázio,8.1780308688,0.4228,Médio
RA-1588,Aluno-1588,4,Ametista,7.303823728133333,0.4227,Médio
RA-1174,Aluno-1174,5,Ametista,7.374213419866667,0.4226,Médio
RA-369,Aluno-369,3,Quartzo,5.667282265,0.4207,Médio
RA-600,Aluno-600,2,Ametista,7.847373913,0.4203,Médio
RA-1168,Aluno-1168,3,Agata,6.864053921600001,0.4198,Médio
RA-1340,Aluno-1340,0,Topázio,8.3422714286,0.4196,Médio
RA-1477,Aluno-1477,2,Ametista,7.0514989130000005,0.4196,Médio
RA-931,Aluno-931,0,Ametista,7.075466666700001,0.4194,Médio
RA-763,Aluno-763,1,Agata,6.984760606,0.4192,Médio
RA-1486,Aluno-1486,2,Agata,6.865474509900001,0.4192,Médio
RA-1444,Aluno-1444,1,Agata,6.610588888900001,0.4187,Médio
RA-1030,Aluno-1030,2,Ametista,7.740191604,0.4186,Médio
RA-1512,Aluno-1512,2,Topázio,8.10445,0.4184,Médio
RA-433,Aluno-433,3,Ametista,7.218157142866668,0.4183,Médio
RA-1069,Aluno-1069,2,Ametista,7.678917391300001,0.4177,Médio
RA-1094,Aluno-1094,3,Topázio,8.0164785714,0.4166,Médio
RA-189,Aluno-189,5,Topázio,8.586533333333334,0.416,Médio
RA-1628,Aluno-1628,6,Ametista,7.500131368600001,0.4158,Médio
RA-1514,Aluno-1514,2,Ametista,7.520576262600001,0.4158,Médio
RA-1341,Aluno-1341,0,Ametista,7.862906349200001,0.4155,Médio
RA-1169,Aluno-1169,4,Agata,6.885305555533334,0.4155,Médio
RA-517,Aluno-517,3,Quartzo,5.880466583166668,0.4124,Médio
RA-1039,Aluno-1039,2,Ametista,7.549644444400001,0.4116,Médio
RA-1480,Aluno-1480,2,Ametista,7.09445,0.4111,Médio
RA-98,Aluno-98,7,Topázio,8.617450000000002,0.4106,Médio
RA-1626,Aluno-1626,6,Topázio,8.541085606066668,0.4099,Médio
RA-1108,Aluno-1108,3,Agata,6.017215010400001,0.4092,Médio
RA-1320,Aluno-1320,0,Ametista,7.8845333333,0.409,Médio
RA-1623,Aluno-1623,6,Ametista,7.7609537037333345,0.4089,Médio
RA-982,Aluno-982,1,Topázio,8.119860173100001,0.4083,Médio
RA-859,Aluno-859,1,Topázio,8.5817909091,0.4075,Médio
RA-403,Aluno-403,3,Topázio,8.008488888833334,0.4059,Médio
RA-346,Aluno-346,3,Ametista,7.761749603200001,0.4059,Médio
RA-1027,Aluno-1027,2,Topázio,8.220866666700001,0.4053,Médio
RA-178,Aluno-178,5,Ametista,7.234168831200001,0.4031,Médio
RA-536,Aluno-536,3,Ametista,7.7704681818,0.402,Médio
RA-166,Aluno-166,7,Topázio,8.243183333333334,0.4019,Médio
RA-1441,Aluno-1441,1,Topázio,8.961646169800002,0.4015,Médio
RA-215,Aluno-215,5,Ametista,7.045258874400002,0.4013,Médio
RA-1381,Aluno-1381,0,Topázio,9.038200000000002,0.3999,Médio
RA-656,Aluno-656,3,Agata,6.668152941266667,0.3998,Médio
RA-1367,Aluno-1367,0,Topázio,8.427286956500001,0.3993,Médio
RA-123,Aluno-123,6,Agata,6.887248015866668,0.3987,Médio
RA-247,Aluno-247,4,Agata,6.646485739800001,0.3979,Médio
RA-1139,Aluno-1139,3,Agata,6.906276357600001,0.3973,Médio
RA-975,Aluno-975,0,Ametista,7.1463666667000005,0.3973,Médio
RA-630,Aluno-630,2,Agata,6.879985507300001,0.3952,Médio
RA-1063,Aluno-1063,2,Ametista,7.279250000000001,0.3952,Médio
RA-106,Aluno-106,6,Ametista,7.721664285733334,0.395,Médio
RA-1189,Aluno-1189,5,Ametista,7.6486387164,0.3949,Médio
RA-986,Aluno-986,1,Topázio,8.2603406926,0.3947,Médio
RA-236,Aluno-236,4,Agata,6.980833740133334,0.3942,Médio
RA-597,Aluno-597,2,Ametista,7.843291097300001,0.3935,Médio
RA-1214,Aluno-1214,7,Topázio,8.5902971362,0.3933,Médio
RA-42,Aluno-42,6,Ametista,7.656628769866667,0.3929,Médio
RA-946,Aluno-946,0,Agata,6.677723809500001,0.3927,Médio
RA-1352,Aluno-1352,0,Topázio,8.289950000000001,0.3921,Médio
RA-928,Aluno-928,1,Topázio,8.8733666667,0.3921,Médio
RA-1121,Aluno-1121,3,Topázio,8.407166666633334,0.3921,Médio
RA-1314,Aluno-1314,0,Topázio,8.239799999999999,0.3917,Médio
RA-667,Aluno-667,3,Ametista,7.177130604266668,0.3911,Médio
RA-900,Aluno-900,1,Topázio,8.802003030200002,0.3902,Médio
RA-814,Aluno-814,2,Ametista,7.971648484800001,0.3898,Médio
RA-1499,Aluno-1499,2,Ametista,7.914800000000001,0.3896,Médio
RA-961,Aluno-961,1,Agata,6.529417908900001,0.3892,Médio
RA-860,Aluno-860,1,Topázio,8.7738666667,0.3891,Médio
RA-952,Aluno-952,1,Topázio,8.853624242300002,0.389,Médio
RA-921,Aluno-921,0,Ametista,7.2838203209,0.389,Médio
RA-626,Aluno-626,3,Agata,6.407590225500001,0.3881,Médio
RA-562,Aluno-562,3,Topázio,8.392733333333334,0.3877,Médio
RA-1038,Aluno-1038,2,Ametista,7.9646385965,0.3877,Médio
RA-81,Aluno-81,6,Topázio,8.256566666666668,0.3874,Médio
RA-1557,Aluno-1557,3,Topázio,8.228500000033334,0.3866,Médio
RA-1462,Aluno-1462,2,Ametista,7.6243666666,0.3863,Médio
RA-787,Aluno-787,0,Ametista,7.73495,0.3861,Médio
RA-26,Aluno-26,8,,,0.3854,Médio
RA-1225,Aluno-1225,8,,,0.3854,Médio
RA-797,Aluno-797,2,Agata,6.597315151500001,0.3851,Médio
RA-1581,Aluno-1581,4,Agata,6.9787022855,0.3848,Médio
RA-496,Aluno-496,3,Agata,6.726607507733334,0.3841,Médio
RA-414,Aluno-414,3,Ametista,7.187625925933334,0.3837,Médio
RA-1362,Aluno-1362,0,Ametista,7.709200000000001,0.3834,Médio
RA-960,Aluno-960,1,Quartzo,5.286047619,0.3821,Médio
RA-1515,Aluno-1515,2,Quartzo,5.832133333300001,0.3815,Médio
RA-943,Aluno-943,1,Topázio,8.965033333300001,0.3813,Médio
RA-428,Aluno-428,4,Ametista,7.534949122800001,0.3813,Médio
RA-926,Aluno-926,1,Ametista,7.7830787878,0.3811,Médio
RA-899,Aluno-899,1,Topázio,8.425024769300002,0.381,Médio
RA-1353,Aluno-1353,0,Agata,6.454700000000001,0.3808,Médio
RA-1552,Aluno-1552,3,Ametista,7.443301282066667,0.3808,Médio
RA-1360,Aluno-1360,0,Agata,6.8480623189,0.3807,Médio
RA-1181,Aluno-1181,5,Agata,6.2015816738666665,0.3797,Médio
RA-958,Aluno-958,1,Topázio,9.531325,0.3796,Médio
RA-1395,Aluno-1395,1,Topázio,8.5997833334,0.3789,Médio
RA-1072,Aluno-1072,3,Ametista,7.8153856754,0.3788,Médio
RA-1471,Aluno-1471,2,Ametista,7.404455434800001,0.3778,Médio
RA-1370,Aluno-1370,0,Topázio,8.0456444444,0.3776,Médio
RA-927,Aluno-927,1,Ametista,7.9921696969,0.3776,Médio
RA-624,Aluno-624,2,Ametista,7.229425672900001,0.3767,Médio
RA-1114,Aluno-1114,3,Ametista,7.437466666666667,0.3764,Médio
RA-1012,Aluno-1012,0,Topázio,8.057128571400002,0.3753,Médio
RA-110,Aluno-110,5,Topázio,8.6324939394,0.3749,Médio
RA-954,Aluno-954,1,Topázio,8.2823798419,0.3748,Médio
RA-861,Aluno-861,0,Topázio,8.959700000000002,0.3747,Médio
RA-1450,Aluno-1450,1,Ametista,7.405235714200002,0.3741,Médio
RA-59,Aluno-59,8,,,0.3737,Médio
RA-1555,Aluno-1555,3,Ametista,7.4827333334,0.3734,Médio
RA-1535,Aluno-1535,3,Ametista,7.109390969933334,0.3731,Médio
RA-1289,Aluno-1289,0,Ametista,7.2171722223,0.373,Médio
RA-461,Aluno-461,3,Ametista,7.5447559291,0.3729,Médio
RA-1259,Aluno-1259,8,,,0.3718,Médio
RA-1248,Aluno-1248,8,,,0.3718,Médio
RA-1250,Aluno-1250,8,,,0.3718,Médio
RA-1634,Aluno-1634,8,,,0.3718,Médio
RA-1270,Aluno-1270,8,,,0.3718,Médio
RA-1274,Aluno-1274,8,,,0.3718,Médio
RA-1244,Aluno-1244,8,,,0.3718,Médio
RA-1245,Aluno-1245,8,,,0.3718,Médio
RA-1272,Aluno-1272,8,,,0.3718,Médio
RA-1246,Aluno-1246,8,,,0.3718,Médio
RA-1633,Aluno-1633,8,,,0.3718,Médio
RA-1271,Aluno-1271,8,,,0.3718,Médio
RA-1234,Aluno-1234,8,,,0.3718,Médio
RA-1236,Aluno-1236,8,,,0.3718,Médio
RA-1261,Aluno-1261,8,,,0.3718,Médio
RA-17,Aluno-17,8,,,0.3718,Médio
RA-31,Aluno-31,8,,,0.3718,Médio
RA-1269,Aluno-1269,8,,,0.3718,Médio
RA-35,Aluno-35,8,,,0.3718,Médio
RA-1636,Aluno-1636,8,,,0.3718,Médio
RA-1241,Aluno-1241,8,,,0.3718,Médio
RA-1242,Aluno-1242,8,,,0.3718,Médio
RA-1253,Aluno-1253,8,,,0.3718,Médio
RA-1263,Aluno-1263,8,,,0.3718,Médio
RA-1251,Aluno-1251,8,,,0.3718,Médio
RA-1239,Aluno-1239,8,,,0.3718,Médio
RA-1249,Aluno-1249,8,,,0.3718,Médio
RA-1255,Aluno-1255,8,,,0.3718,Médio
RA-1635,Aluno-1635,8,,,0.3718,Médio
RA-1240,Aluno-1240,8,,,0.3718,Médio
RA-1264,Aluno-1264,8,,,0.3718,Médio
RA-1265,Aluno-1265,8,,,0.3718,Médio
RA-1262,Aluno-1262,8,,,0.3718,Médio
RA-1256,Aluno-1256,8,,,0.3718,Médio
RA-1257,Aluno-1257,8,,,0.3718,Médio
RA-412,Aluno-412,4,Topázio,8.044378070166667,0.3715,Médio
RA-947,Aluno-947,0,Agata,6.053509523800001,0.3711,Médio
RA-299,Aluno-299,5,Topázio,8.177186956533333,0.3698,Médio
RA-1595,Aluno-1595,4,Agata,6.6599304233000005,0.3697,Médio
RA-1475,Aluno-1475,2,Ametista,7.413901754400001,0.3693,Médio
RA-880,Aluno-880,0,Agata,6.853080434800001,0.3692,Médio
RA-21,Aluno-21,8,,,0.3687,Médio
RA-49,Aluno-49,8,,,0.3687,Médio
RA-29,Aluno-29,8,,,0.3687,Médio
RA-88,Aluno-88,8,,,0.3687,Médio
RA-14,Aluno-14,8,,,0.3687,Médio
RA-23,Aluno-23,8,,,0.3687,Médio
RA-2,Aluno-2,8,,,0.3687,Médio
RA-1497,Aluno-1497,2,Quartzo,5.2423787879,0.3674,Médio
RA-1216,Aluno-1216,8,,,0.3671,Médio
RA-1347,Aluno-1347,0,Agata,6.153842857100001,0.3661,Médio
RA-1,Aluno-1,8,,,0.3657,Médio
RA-25,Aluno-25,8,,,0.3657,Médio
RA-7,Aluno-7,8,,,0.3657,Médio
RA-12,Aluno-12,8,,,0.3657,Médio
RA-36,Aluno-36,8,,,0.3657,Médio
RA-13,Aluno-13,8,,,0.3657,Médio
RA-6,Aluno-6,8,,,0.3657,Médio
RA-918,Aluno-918,0,Quartzo,5.657357017600001,0.3653,Médio
RA-1177,Aluno-1177,5,Topázio,8.3233039474,0.3651,Médio
RA-1330,Aluno-1330,0,Topázio,8.944616666700002,0.365,Médio
RA-1373,Aluno-1373,0,Ametista,7.577286956500001,0.3642,Médio
RA-886,Aluno-886,0,Topázio,8.419200000000002,0.3642,Médio
RA-974,Aluno-974,0,Ametista,7.6077217391,0.3639,Médio
RA-1224,Aluno-1224,8,,,0.3638,Médio
RA-608,Aluno-608,2,Quartzo,5.778986231800001,0.3635,Médio
RA-1303,Aluno-1303,0,Topázio,8.8352,0.3629,Médio
RA-908,Aluno-908,0,Agata,6.764292246,0.3623,Médio
RA-521,Aluno-521,2,Ametista,7.4798428572,0.3619,Médio
RA-398,Aluno-398,3,Ametista,7.2457999999666685,0.3615,Médio
RA-770,Aluno-770,0,Ametista,7.3057112782,0.3613,Médio
RA-1374,Aluno-1374,0,Ametista,7.3707652174,0.3611,Médio
RA-1359,Aluno-1359,0,Ametista,7.2102,0.3606,Médio
RA-1619,Aluno-1619,5,Ametista,7.393951851866667,0.3605,Médio
RA-19,Aluno-19,8,,,0.36,Médio
RA-1400,Aluno-1400,1,Ametista,7.622839525700001,0.359,Médio
RA-1008,Aluno-1008,0,Agata,6.8667414438000005,0.359,Médio
RA-158,Aluno-158,5,Agata,6.855159259266667,0.3579,Médio
RA-1317,Aluno-1317,0,Ametista,7.665638502700001,0.3578,Médio
RA-1295,Aluno-1295,0,Topázio,8.0617454545,0.3578,Médio
RA-1285,Aluno-1285,0,Topázio,8.156578882000002,0.3554,Médio
RA-771,Aluno-771,0,Agata,6.066009523800001,0.3546,Médio
RA-949,Aluno-949,0,Ametista,7.1323428571,0.3544,Médio
RA-1302,Aluno-1302,0,Quartzo,5.758866666800001,0.3544,Médio
RA-1288,Aluno-1288,0,Ametista,7.9208899585,0.3533,Médio
RA-524,Aluno-524,3,Ametista,7.026322556366667,0.3532,Médio
RA-1346,Aluno-1346,0,Ametista,7.3701047619,0.3531,Médio
RA-1336,Aluno-1336,0,Ametista,7.141365631500001,0.353,Médio
RA-959,Aluno-959,0,Topázio,8.379818421100001,0.3527,Médio
RA-217,Aluno-217,5,Ametista,7.4209164502,0.3522,Médio
RA-1342,Aluno-1342,0,Ametista,7.8185809524,0.3521,Médio
RA-573,Aluno-573,3,Ametista,7.839050000000001,0.352,Médio
RA-1494,Aluno-1494,2,Quartzo,5.8748823529,0.3519,Médio
RA-863,Aluno-863,0,Quartzo,4.6684348484,0.3519,Médio
RA-978,Aluno-978,0,Ametista,7.4637,0.3511,Médio
RA-1338,Aluno-1338,0,Agata,6.1368428571,0.3507,Médio
RA-527,Aluno-527,2,Topázio,8.1403666666,0.3505,Médio
RA-1019,Aluno-1019,1,Topázio,8.692255194900001,0.35,Médio
RA-1090,Aluno-1090,3,Ametista,7.7652831384,0.3496,Médio
RA-325,Aluno-325,3,Topázio,8.385133333233336,0.3493,Médio
RA-1361,Aluno-1361,0,Topázio,8.738700000000001,0.3489,Médio
RA-1602,Aluno-1602,5,Topázio,8.041889814800001,0.348,Médio
RA-1297,Aluno-1297,0,Ametista,7.620247619000001,0.3476,Médio
RA-1318,Aluno-1318,0,Agata,6.823383155100001,0.3476,Médio
RA-1306,Aluno-1306,0,Topázio,8.503033333400001,0.3473,Médio
RA-459,Aluno-459,4,Ametista,7.233804589400001,0.3472,Médio
RA-531,Aluno-531,3,Ametista,7.912792647066667,0.3467,Médio
RA-271,Aluno-271,5,Ametista,7.400633333333334,0.3466,Médio
RA-1127,Aluno-1127,3,Topázio,8.180966666666668,0.3464,Médio
RA-547,Aluno-547,3,Ametista,7.210290672333333,0.3463,Médio
RA-1154,Aluno-1154,3,Ametista,7.566075,0.3463,Médio
RA-546,Aluno-546,3,Quartzo,5.702426010066667,0.3461,Médio
RA-1364,Aluno-1364,0,Ametista,7.570033333300001,0.3459,Médio
RA-1006,Aluno-1006,0,Ametista,7.040088888900001,0.3457,Médio
RA-951,Aluno-951,0,Agata,6.4483428571,0.3452,Médio
RA-1326,Aluno-1326,0,Ametista,7.6397833333,0.3442,Médio
RA-1404,Aluno-1404,1,Topázio,8.3971318182,0.3438,Médio
RA-528,Aluno-528,3,Ametista,7.276330075300001,0.3438,Médio
RA-604,Aluno-604,3,Ametista,7.429623555266667,0.3429,Médio
RA-977,Aluno-977,0,Ametista,7.188033333300001,0.3427,Médio
RA-925,Aluno-925,0,Agata,6.587019518800001,0.3415,Médio
RA-922,Aluno-922,1,Topázio,8.5209954545,0.3411,Médio
RA-1000,Aluno-1000,1,Topázio,8.364790909100002,0.3407,Médio
RA-953,Aluno-953,1,Ametista,7.961241502000001,0.34,Médio
RA-658,Aluno-658,3,Ametista,7.507033333333333,0.3396,Médio
RA-1388,Aluno-1388,0,Ametista,7.015057142799999,0.3393,Médio
RA-1379,Aluno-1379,0,Agata,6.638292105300001,0.339,Médio
RA-1365,Aluno-1365,0,Ametista,7.3700333333,0.3387,Médio
RA-363,Aluno-363,3,Ametista,7.617803571466666,0.3387,Médio
RA-854,Aluno-854,1,Ametista,7.826199999900001,0.3387,Médio
RA-1369,Aluno-1369,0,Topázio,8.052286956500001,0.3383,Médio
RA-1334,Aluno-1334,0,Topázio,8.350200000000001,0.3383,Médio
RA-1490,Aluno-1490,2,Ametista,7.3725768116,0.3382,Médio
RA-1344,Aluno-1344,0,Topázio,9.3612,0.3379,Médio
RA-904,Aluno-904,0,Ametista,7.6352,0.3377,Médio
RA-684,Aluno-684,1,Ametista,7.769381818200001,0.3371,Médio
RA-1376,Aluno-1376,0,Topázio,8.2742769231,0.3363,Médio
RA-895,Aluno-895,0,Topázio,8.2579575757,0.336,Médio
RA-613,Aluno-613,3,Ametista,7.4019,0.3355,Médio
RA-930,Aluno-930,0,Ametista,7.9298184211,0.3353,Médio
RA-1368,Aluno-1368,0,Topázio,8.6012,0.3349,Médio
RA-1390,Aluno-1390,0,Topázio,8.4930333333,0.334,Médio
RA-1391,Aluno-1391,0,Topázio,8.8435333333,0.3338,Médio
RA-1345,Aluno-1345,0,Ametista,7.2340128655,0.3338,Médio
RA-1131,Aluno-1131,3,Topázio,8.2889555555,0.3337,Médio
